GENE	P
SMG5	0.72965
TMEM79	0.59923
GLMP	0.94938
VHLL	0.74719
CCT3	0.82548
TSACC	0.92512
RHBG	0.98517
MIR9-1HG	0.49521
MEF2D	0.10549
IQGAP3	0.27571
TTC24	0.51257
NAXE	0.73897
GPATCH4	0.78277
HAPLN2	0.55337
BCAN	0.85514
NES	0.45386
CRABP2	0.98865
ISG20L2	0.55338
METTL25B	0.5181
MRPL24	0.29531
HDGF	0.338
PRCC	0.43336
SH2D2A	0.82076
NTRK1	0.8916
INSRR	0.49646
PEAR1	0.63013
LRRC71	0.4703
ARHGEF11	0.31589
ETV3L	0.44293
ETV3	0.53228
FCRL5	0.57905
FCRL4	0.78311
FCRL3	0.30211
FCRL2	0.0036655
FCRL1	0.042685
CD5L	0.0039858
KIRREL1	0.78104
CD1D	0.30976
CD1A	0.36747
CD1C	0.765
CD1B	0.11315
CD1E	0.37609
OR10T2	0.66544
OR10K2	0.25712
OR10K1	0.4453
OR10R2	0.92271
OR6Y1	0.94462
OR6P1	0.85606
OR10X1	0.90256
OR10Z1	0.96935
SPTA1	0.92986
OR6K2	0.01156
OR6K3	0.56775
OR6K6	0.3718
OR6N1	0.76692
OR6N2	0.4039
MNDA	0.35341
PYHIN1	0.73387
IFI16	0.82948
AIM2	0.80161
CADM3	0.203
ACKR1	0.81648
FCER1A	0.55251
OR10J3	0.46088
OR10J1	0.65727
OR10J5	0.95072
APCS	0.57431
CRP	0.8932
DUSP23	0.0043225
FCRL6	0.23679
SLAMF8	0.34464
SNHG28	0.75528
VSIG8	0.54347
CFAP45	0.67967
TAGLN2	0.59822
IGSF9	0.80201
SLAMF9	0.14528
PIGM	0.45938
KCNJ10	0.028149
KCNJ9	0.039237
IGSF8	0.01561
ATP1A2	0.001783
ATP1A4	0.036284
CASQ1	0.15768
PEA15	0.28348
DCAF8	0.41318
PEX19	0.29904
COPA	0.32083
NCSTN	0.21676
NHLH1	0.12732
VANGL2	0.29366
SLAMF6	0.22989
CD84	0.31877
SLAMF1	0.80246
CD48	0.19078
SLAMF7	0.24941
LY9	0.67431
CD244	0.75053
ITLN1	0.72464
ITLN2	0.59557
F11R	0.11386
TSTD1	0.17009
USF1	0.10714
ARHGAP30	0.18301
NECTIN4	0.51371
KLHDC9	0.013846
PFDN2	0.052083
NIT1	0.21283
DEDD	0.10079
UFC1	0.25631
USP21	0.21711
PPOX	0.097513
B4GALT3	0.071837
ADAMTS4	0.0023705
NDUFS2	6.798e-5
FCER1G	0.0045241
APOA2	4.1486e-4
TOMM40L	0.0037112
NR1I3	8.7798e-4
PCP4L1	0.095497
MPZ	0.15706
SDHC	0.60493
CFAP126	0.75165
FCGR2A	0.568
HSPA6	0.12251
FCGR3A	0.21269
FCGR2C	0.32423
FCGR3B	0.52892
FCGR2B	0.95428
FCRLA	0.16842
FCRLB	0.57457
DUSP12	0.8081
ATF6	0.29878
OLFML2B	0.24027
NOS1AP	0.0046547
SPATA46	0.94634
C1orf226	0.74986
SH2D1B	0.84399
UHMK1	0.29935
UAP1	0.16463
DDR2	0.74445
HSD17B7	0.29511
CCDC190	0.067144
RGS4	0.0038416
RGS5	0.78353
NUF2	0.050582
PBX1	0.30133
LMX1A	0.025669
RXRG	0.014533
LRRC52	0.40058
MGST3	0.15842
ALDH9A1	0.70778
TMCO1	0.63904
UCK2	0.36293
FAM78B	0.8009
POGK	0.27909
TADA1	0.070432
ILDR2	0.20199
MAEL	0.23605
GPA33	0.33272
STYXL2	0.59229
POU2F1	0.93634
CD247	0.40235
CREG1	0.70808
RCSD1	0.93336
MPZL1	0.83375
ADCY10	0.1966
MPC2	0.13649
DCAF6	0.11463
GPR161	0.017075
TIPRL	0.72975
SFT2D2	0.56933
TBX19	0.17293
XCL2	0.54764
XCL1	0.80482
DPT	0.08136
LOC101928596	0.20252
ATP1B1	0.52834
NME7	0.15271
BLZF1	0.38592
CCDC181	0.15789
SLC19A2	0.31128
F5	0.18324
SELP	0.069488
SELL	0.071774
SELE	0.041615
METTL18	0.063722
FIRRM	0.045837
SCYL3	0.04282
KIFAP3	0.030675
NTMT2	0.32935
GORAB	0.93726
PRRX1	0.6017
MROH9	0.47387
FMO3	0.6323
FMO2	0.15943
FMO1	0.16587
FMO4	0.20654
PRRC2C	0.036618
MYOC	0.061071
VAMP4	8.7535e-4
METTL13	0.25313
DNM3	0.0095968
C1orf105	0.01897
PIGC	0.0087392
SUCO	0.90247
FASLG	0.71665
TNFSF18	0.3794
TNFSF4	0.44831
PRDX6	0.81506
SLC9C2	0.19037
ANKRD45	0.11637
TEX50	0.45762
KLHL20	0.070752
CENPL	0.066317
DARS2	0.013861
ZBTB37	0.001769
SERPINC1	0.027028
RC3H1	0.066779
RABGAP1L	4.7506e-5
GPR52	0.018699
CACYBP	4.4978e-4
MRPS14	3.9388e-5
TNN	0.25562
KIAA0040	0.0021133
TNR	1.0295e-4
COP1	0.010912
PAPPA2	0.97964
ASTN1	0.91514
BRINP2	0.82749
SEC16B	0.27007
RASAL2	0.23819
CLEC20A	0.89373
TEX35	0.2056
RALGPS2	0.22435
ANGPTL1	0.20267
FAM20B	0.35263
TOR3A	0.25547
ABL2	0.26786
SOAT1	0.08265
AXDND1	0.072311
NPHS2	0.11467
TDRD5	0.0057369
FAM163A	0.289
TOR1AIP2	0.14744
TOR1AIP1	0.17565
CEP350	0.49846
QSOX1	0.44554
LHX4	0.26096
ACBD6	0.29786
XPR1	0.0089035
KIAA1614	0.24241
STX6	0.68678
MR1	0.80977
IER5	0.81424
CACNA1E	0.078558
ZNF648	0.78174
GLUL	0.024002
TEDDM1	0.043582
RGSL1	0.68684
RNASEL	0.20786
RGS16	0.29162
RGS8	0.12269
NPL	0.0079814
DHX9	0.0090549
SHCBP1L	0.0093249
LAMC1	0.84471
LAMC2	0.27386
NMNAT2	0.057546
SMG7	0.021828
NCF2	0.051141
ARPC5	0.42567
RGL1	0.24859
APOBEC4	0.41388
COLGALT2	0.87158
TSEN15	0.56256
C1orf21	0.29388
EDEM3	0.69316
NIBAN1	0.34608
RNF2	0.17162
TRMT1L	0.23523
SWT1	0.033504
IVNS1ABP	0.12777
HMCN1	0.78667
PRG4	0.17019
TPR	0.14186000000000001
ODR4	0.10776
PDC	0.61818
PTGS2	0.43382
PLA2G4A	0.28918
BRINP3	0.24838
RGS18	0.010837
RGS21	0.1125
RGS1	0.96898
RGS13	0.33389
RGS2	0.43757
UCHL5	0.06585
RO60	0.13974
GLRX2	0.16918
CDC73	0.047188
B3GALT2	0.038622
KCNT2	0.53756
CFH	0.014313
CFHR3	0.13852
CFHR1	0.37183
CFHR4	0.2119
CFHR2	0.3974
CFHR5	0.52669
F13B	0.58664
ASPM	0.64542
ZBTB41	0.53363
CRB1	0.028922
DENND1B	0.0031026
C1orf53	0.0058472
LHX9	0.066339
NEK7	0.0036105
ATP6V1G3	0.020573
PTPRC	0.26373
NR5A2	0.66691
ZNF281	0.54535
KIF14	0.45091
DDX59	0.35712
CAMSAP2	0.0036026
GPR25	0.11969
INAVA	0.0018656
KIF21B	0.0079313
CACNA1S	0.068576
ASCL5	0.10717
TMEM9	0.49228
IGFN1	0.90541
PKP1	0.92685
TNNT2	0.83508
LAD1	0.39577
TNNI1	0.60889
PHLDA3	0.87342
CSRP1	0.93045
NAV1	0.74521
IPO9	0.03701
SHISA4	0.012391
LMOD1	0.22031
TIMM17A	0.89959
RNPEP	0.78623
ELF3	0.45605
GPR37L1	0.73543
ARL8A	0.090664
PTPN7	0.28644
LGR6	0.8097
UBE2T	0.68903
PPP1R12B	0.76607
SYT2	0.25675
KDM5B	0.29647
RABIF	0.81529
KLHL12	0.78647
ADIPOR1	0.12889
CYB5R1	0.14349
TMEM183A	0.82561
PPFIA4	0.2202
MYOG	0.80195
ADORA1	0.45954
MYBPH	0.42253
CHI3L1	0.26038
CHIT1	0.51183
BTG2	0.22963
FMOD	0.12328
PRELP	0.18212
OPTC	0.56465
ATP2B4	0.95895
LAX1	0.85833
ZC3H11A	0.51142
ZBED6	0.75392
SNRPE	0.16907
SOX13	0.18634
ETNK2	0.27368
REN	0.72719
KISS1	0.8108
GOLT1A	0.62461
PLEKHA6	0.095666
PPP1R15B	0.9478
PIK3C2B	0.063387
MDM4	0.034347
LRRN2	0.10179
NFASC	0.041512
CNTN2	0.46552
TMEM81	0.018444
RBBP5	0.022983
DSTYK	0.011332
TMCC2	0.0074624
NUAK2	0.82361
KLHDC8A	0.69327
LEMD1	0.45923
CDK18	0.74414
MFSD4A	0.22173
ELK4	0.70915
SLC45A3	0.0018526
NUCKS1	0.0028934
RAB29	0.0011364
SLC41A1	0.0018413
PM20D1	0.0098624
SLC26A9	0.96975
FAM72A	0.8458
AVPR1B	0.95886
RHEX	0.41974
CTSE	0.11612
IKBKE	0.34967
RASSF5	0.13469
EIF2D	0.70277
DYRK3	0.66432
MAPKAPK2	0.57767
IL10	0.78021
IL19	0.62808
IL20	0.49432
IL24	0.39319
FCMR	0.56951
PIGR	0.50231
FCAMR	0.23935
C1orf116	0.018987
PFKFB2	0.035966
YOD1	0.030556
C4BPB	0.0095043
C4BPA	0.09582
CD55	0.29933
CR2	0.0072474
CR1	0.11625
CR1L	0.083089
CD46	0.010507
CD34	0.4148
PLXNA2	0.10656
MIR205HG	0.31585
CAMK1G	0.49266
LAMB3	0.94071
G0S2	0.19148
HSD11B1	0.0010198
TRAF3IP3	0.0079006
C1orf74	0.99007
IRF6	0.14906
UTP25	0.27601
SYT14	1.4779e-4
SERTAD4	0.059784
HHAT	0.036438
KCNH1	0.34312
RCOR3	0.23092
TRAF5	0.23536
RD3	0.3783
SLC30A1	0.4194
NEK2	0.10501
LPGAT1	0.62003
INTS7	0.33166
DTL	0.2641
PPP2R5A	0.68749
PACC1	0.46309
NENF	0.22202
ATF3	0.2773
GARIN4	0.22067
BATF3	0.32053
NSL1	0.50251
TATDN3	0.56561
SPATA45	0.64969
FLVCR1	0.49533
VASH2	0.15231
ANGEL2	0.12521
RPS6KC1	0.34943
PROX1	0.020432
SMYD2	0.049675
PTPN14	0.080517
CENPF	0.21557
KCNK2	0.068453
KCTD3	0.62967
USH2A	0.17841
ESRRG	0.17526
GPATCH2	0.61117
SPATA17	0.46451
RRP15	0.18115
TGFB2	0.20874
LYPLAL1	0.10502
SLC30A10	0.2839
EPRS1	0.20934
BPNT1	0.0024803
IARS2	0.0016875
RAB3GAP2	0.0042651
MARK1	0.078237
C1orf115	0.52452
MTARC2	0.54938
MTARC1	0.45188
HLX	0.050916
DUSP10	0.096877
HHIPL2	4.3022e-4
TAF1A	0.00597
MIA3	7.8281e-4
AIDA	0.0023791
BROX	0.011062
FAM177B	0.00484
DISP1	0.051395
TLR5	0.27341
SUSD4	0.23709
CCDC185	0.73119
CAPN8	0.40909
CAPN2	0.54915
TP53BP2	0.49573
FBXO28	0.78864
DEGS1	0.70777
NVL	0.39736
CNIH4	0.095335
WDR26	0.10756
CNIH3	0.80921
DNAH14	0.32599
LBR	0.18676
ENAH	7.0379e-5
SRP9	0.021612
EPHX1	0.016409
TMEM63A	0.058877
LEFTY1	0.68154
PYCR2	0.88826
LEFTY2	0.6839
SDE2	0.19232
H3-3A	0.046224
ACBD3	0.034345
MIXL1	0.009736
LIN9	0.0018145
PARP1	0.0057576
STUM	0.35218
ITPKB	0.021099
PSEN2	0.032192
COQ8A	0.0099859
CDC42BPA	0.032022
ZNF678	0.22484
JMJD4	0.4755
SNAP47	0.16958
PRSS38	0.6482
WNT9A	0.010494
WNT3A	0.013662
LINC02809	0.3855
ARF1	0.15291
C1orf35	0.7397
MRPL55	0.392
GUK1	0.10978
GJC2	0.41389
IBA57	0.54808
OBSCN	0.4205
LOC101927401	0.11456
TRIM11	0.69192
TRIM17	0.69686
H3-4	0.2283
RNF187	0.54333
BTNL10P	0.23563
RHOU	0.79076
RAB4A	0.67128
CCSAP	0.76098
ACTA1	0.80891
NUP133	0.5753
ABCB10	0.409
TAF5L	0.28474
URB2	0.28006
GALNT2	0.54721
PGBD5	0.114
COG2	0.026302
AGT	0.02556
CAPN9	0.262
C1orf198	0.22625
TTC13	0.013287
ARV1	0.2784
FAM89A	0.19217
TRIM67	0.43295
TRIM67-AS1	0.25767
C1orf131	0.57348
GNPAT	0.41624
EXOC8	0.89369
SPRTN	0.90453
EGLN1	0.52486
TSNAX	0.82206
DISC1	0.60723
SIPA1L2	0.0064233
MAP10	0.47348
NTPCR	0.16433
PCNX2	0.41298
MAP3K21	0.97099
KCNK1	0.34238
SLC35F3	0.048966
COA6	0.63176
TARBP1	0.86929
IRF2BP2	0.028986
TOMM20	0.0061751
RBM34	0.002716
ARID4B	0.064852
GGPS1	0.041931
TBCE	0.38979
B3GALNT2	0.77041
GNG4	0.74755
LYST	0.19737
NID1	0.58871
GPR137B	0.50094
ERO1B	0.55834
EDARADD	0.87601
LGALS8	0.86317
HEATR1	0.71379
ACTN2	0.16109
MTR	0.51013
RYR2	0.056072
ZP4	0.32832
CHRM3	0.56769
FMN2	0.023232
GREM2	0.42462
RGS7	3.1171e-5
FH	0.40308
KMO	0.15761
OPN3	0.15649
CHML	0.27428
WDR64	0.095016
EXO1	0.39002
BECN2	0.24443
MAP1LC3C	0.63363
PLD5	0.22129
CEP170	0.023574
SDCCAG8	0.023231
AKT3	0.22124
ZBTB18	0.26748
C1orf100	0.22067
ADSS2	0.13554
CATSPERE	0.98972
DESI2	0.95304
COX20	0.745
HNRNPU	0.3869
EFCAB2	0.47068
KIF26B	0.1273
SMYD3	0.056063
TFB2M	0.0072537
CNST	0.39864
SCCPDH	0.54592
KIF28P	0.64607
AHCTF1	0.23307
ZNF695	0.035156
ZNF670	0.16605
ZNF669	0.53797
LINC02897	0.28591
ZNF124	0.041984
VN1R5	0.93269
ZNF496	0.64993
NLRP3	0.22117
OR2B11	0.34771
OR2W5P	0.33313
GCSAML	0.33033
OR2C3	0.52023
OR2G2	0.66845
OR2G3	0.92468
TRIM58	0.74446
OR13G1	0.78435
OR6F1	0.3973
OR1C1	0.72036
OR14A16	0.81851
OR11L1	0.16031
OR2W3	0.88125
OR2T8	0.84711
OR2L13	0.30784
OR2L8	0.6299
OR2AK2	0.78903
OR2L5	0.43168
OR2L2	0.40953
OR2L3	0.093014
OR2M5	0.1954
OR2M2	0.26053
OR2M3	0.38139
OR2M4	0.9546
OR2T12	0.6252
OR2M7	0.50818
OR14C36	0.55292
OR2T4	0.099318
OR2T6	0.10232
OR2T1	0.9196
OR2G6	0.8851
OR2T10	0.4475
OR2T11	0.9387
OR2T27	0.9952
OR14I1	0.94588
SH3BP5L	0.4713
ZNF672	0.22336
ZNF692	0.024726
PGBD2	0.42275
FAM110C	0.80822
SH3YL1	0.092837
ACP1	0.090327
ALKAL2	0.15522
LOC101927262	0.15432
LOC100996637	0.10971
TMEM18	0.57968
SNTG2-AS1	0.29274
SNTG2	0.74092
TPO	0.2853
PXDN	0.55559
MYT1L	0.073914
EIPR1	0.32713
TRAPPC12	0.21633
ADI1	0.59764
RNASEH1	0.83426
RPS7	0.077797
COLEC11	0.86713
ALLC	0.55204
DCDC2C	0.55344
SOX11	0.058082
CMPK2	0.38682
RSAD2	0.10208
RNF144A	0.10754
ID2	0.095777
KIDINS220	0.027986
MBOAT2	0.021285
ASAP2	0.0068257
ITGB1BP1	0.33619
CPSF3	0.34299
IAH1	0.53479
ADAM17	0.21825
YWHAQ	0.79961
TAF1B	0.0824
GRHL1	0.29462
KLF11	0.021366
CYS1	0.057363
RRM2	0.74812
HPCAL1	0.42328
ODC1	0.93877
NOL10	0.045905
ATP6V1C2	0.33744
PDIA6	0.37057
KCNF1	0.23158
C2orf50	0.30132
SLC66A3	0.19262
ROCK2	0.49454
E2F6	0.97541
GREB1	0.19254
NTSR2	0.25906
LPIN1	0.63211
TRIB2	0.051844
LRATD1	0.070112
NBAS	0.03859
DDX1	0.23657
MYCN	0.23149
CYRIA	0.11531
RAD51AP2	0.08614
VSNL1	0.087584
SMC6	0.65442
GEN1	0.5077
MSGN1	0.0096763
KCNS3	0.12025
RDH14	0.36618
NT5C1B-RDH14	0.08621
NT5C1B	0.083141
OSR1	0.67692
TTC32	0.49939
WDR35	0.60638
MATN3	0.84136
LAPTM4A	0.44314
SDC1	0.21302
PUM2	0.54744
RHOB	0.40334
HS1BP3	0.84733
GDF7	0.2227
LDAH	0.47332
APOB	0.066319
KLHL29	0.030168
ATAD2B	0.0015966
UBXN2A	0.0042028
MFSD2B	0.060885
WDCP	0.060624
FKBP1B	0.33795
SF3B6	0.17818
TP53I3	0.30932
PFN4	0.5772
FAM228B	0.18029
FAM228A	0.064389
ITSN2	0.031304
NCOA1	0.93253
PTRHD1	0.57564
CENPO	0.75934
ADCY3	0.68838
DNAJC27	0.53319
EFR3B	0.11831
POMC	0.048479
DNMT3A	0.090817
DTNB	0.82301
ASXL2	0.3768
KIF3C	0.31835
RAB10	0.35354
GAREM2	0.37961
HADHA	0.34549
HADHB	0.23531
ADGRF3	0.49425
SELENOI	0.44606
DRC1	0.283
OTOF	0.40741
FAM166C	0.032631
CIB4	0.37656
KCNK3	0.011888
SLC35F6	0.003353
CENPA	6.3394e-5
DPYSL5	0.042026
MAPRE3	0.061167
TMEM214	0.22579
AGBL5	0.15065
OST4	0.9072
EMILIN1	0.10845
KHK	0.085122
CGREF1	0.037264
ABHD1	0.40027
PREB	0.33612
PRR30	0.098231
TCF23	0.80288
SLC5A6	0.012134
ATRAID	0.05111
CAD	0.049402
SLC30A3	0.069269
DNAJC5G	0.34332
TRIM54	0.1347
MPV17	0.11111
GTF3C2	0.059573
EIF2B4	0.01923
SNX17	0.078466
ZNF513	0.4825
PPM1G	0.29576
NRBP1	0.30475
KRTCAP3	0.12804
IFT172	0.1129
FNDC4	0.095623
GCKR	0.011419
C2orf16	0.0034716
ZNF512	1.7324e-4
CCDC121	0.53973
GPN1	0.043102
SUPT7L	0.039398
SLC4A1AP	1.0537e-4
MRPL33	3.2759e-4
RBKS	2.6237e-5
BABAM2	8.0824e-6
FOSL2	0.068238
PLB1	0.25355
PPP1CB	0.014905
SPDYA	0.0061325
TRMT61B	0.024103
WDR43	0.032133
TOGARAM2	0.0047721
PCARE	0.30549
CLIP4	0.27121
ALK	2.3588e-5
YPEL5	0.86721
LBH	0.3503
LCLAT1	0.38987
CAPN13	0.010305
GALNT14	2.087e-4
CAPN14	0.91844
EHD3	0.40543
XDH	0.091993
SRD5A2	0.65281
MEMO1	0.48708
DPY30	0.42744
SPAST	0.22699
SLC30A6	0.16953
NLRC4	0.21192
YIPF4	0.25939
BIRC6	0.53012
TTC27	0.69903
LTBP1	0.20443
RASGRP3	0.94852
FAM98A	0.39473
CRIM1	0.2204
FEZ2	0.41812
VIT	2.2161e-4
STRN	0.62923
HEATR5B	0.21393
GPATCH11	0.12605
EIF2AK2	0.051687
SULT6B1	0.071175
CEBPZ	2.4144e-5
NDUFAF7	1.2775e-4
PRKD3	5.1761e-4
QPCT	5.0362e-4
CDC42EP3	0.21235
RMDN2	0.43888
CYP1B1	0.0092797
ATL2	0.29305
HNRNPLL	0.010423
GALM	0.031678
SRSF7	0.58926
GEMIN6	0.47757
DHX57	0.17601
MORN2	0.32077
ARHGEF33	0.10735
SOS1	0.069295
CDKL4	0.065042
MAP4K3	0.027651
TMEM178A	0.64383
THUMPD2	0.78788
SLC8A1	0.015548
LINC02898	0.25408
PKDCC	0.93405
EML4	0.38777
COX7A2L	0.38126
KCNG3	0.41677
MTA3	0.45061
OXER1	0.31901
HAAO	0.69688
ZFP36L2	0.27274
THADA	0.035203
PLEKHH2	0.14641
C1GALT1C1L	0.32852
DYNC2LI1	0.44707
ABCG5	0.63555
ABCG8	0.59491
LRPPRC	0.46208
PPM1B	0.089321
SLC3A1	0.062325
PREPL	0.1223
CAMKMT	0.009907
SIX3	0.25391
SIX2	0.3502
SRBD1	0.5778
PRKCE	0.020372
EPAS1	0.17071
TMEM247	0.82331
ATP6V1E2	0.3121
RHOQ	0.25345
PIGF	0.42153
CRIPT	0.44725
SOCS5	0.0018641
MCFD2	0.99257
TTC7A	0.82065
STPG4	0.73434
CALM2	0.61935
EPCAM	0.028657
MSH2	0.011725
KCNK12	0.029899
MSH6	0.047426
FBXO11	0.014718
FOXN2	0.033467
PPP1R21	0.056225
STON1-GTF2A1L	0.039661
STON1	0.32198
GTF2A1L	0.021663
LHCGR	0.048229
FSHR	0.069302
NRXN1	2.6442e-4
ASB3	0.20184
GPR75-ASB3	0.18239
CHAC2	0.09369
ERLEC1	0.14982
GPR75	0.041644
PSME4	0.11983
ACYP2	0.43987
TSPYL6	0.57178
C2orf73	0.011474
SPTBN1	0.50154
EML6	0.0096149
RTN4	2.6679e-4
CLHC1	0.40552
RPS27A	0.17633
MTIF2	0.048274
CCDC88A	0.34097
CFAP36	0.66731
PPP4R3B	0.88763
PNPT1	0.92393
EFEMP1	0.59565
CCDC85A	0.60646
VRK2	0.00206
FANCL	0.008604
BCL11A	0.0027491
PAPOLG	0.26128
REL	0.16104
PUS10	0.019874
PEX13	0.78837
SANBR	0.78086
C2orf74	0.47207
AHSA2P	0.11264
USP34	0.07371
XPO1	0.17924
FAM161A	0.36579
CCT4	0.51569
COMMD1	0.58114
B3GNT2	0.12572
TMEM17	0.40863
EHBP1	0.072265
OTX1	0.27533
WDPCP	0.0092808
MDH1	0.0047956
UGP2	0.057445
VPS54	0.046168
PELI1	0.87416
LGALSL	0.011392
AFTPH-DT	0.030185
AFTPH	0.036835
SERTAD2	0.29311
SLC1A4	0.41589
CEP68	0.014943
RAB1A	0.009703
ACTR2	0.0085435
SPRED2	0.46588
MEIS1	0.15857
ETAA1	0.19505
C1D	0.30891
DNAAF10	0.024586
PNO1	0.02958
PPP3R1	0.024027
CNRIP1	0.79692
PLEK	0.35807
FBXO48	0.81824
APLF	0.69071
PROKR1	0.59505
ARHGAP25	0.29131
BMP10	0.19256
GKN2	0.4565
GKN1	0.088049
ANTXR1	0.35037
GFPT1	0.30002
NFU1	0.1183
AAK1	0.65135
ANXA4	0.11279
GMCL1	0.35448
SNRNP27	0.38865
MXD1	0.38298
ASPRV1	0.39254
PCBP1	0.42246
C2orf42	0.31235
TIA1	0.12372
PCYOX1	0.14734
SNRPG	0.20924
FAM136A	0.13842
TGFA	0.035288
ADD2	0.1623
FIGLA	0.84114
CLEC4F	0.62313
CD207	0.77984
VAX2	0.94444
ATP6V1B1	0.96639
ANKRD53	0.7609
TEX261	0.66047
NAGK	0.064272
MCEE	0.20327
MPHOSPH10	0.32013
PAIP2B	0.94465
ZNF638	0.61969
DYSF	0.32577
CYP26B1	0.97808
EXOC6B	0.044991
SPR	0.14655
EMX1	0.090027
SFXN5	0.0026733
RAB11FIP5	0.0043552
NOTO	1.0994e-4
SMYD5	0.0054601
PRADC1	0.19139
CCT7	0.0060048
FBXO41	0.061094
EGR4	0.24328
ALMS1	2.8606e-5
NAT8	6.738e-4
NAT8B	0.05048
TPRKB	0.0045739
DUSP11	0.0042534
C2orf78	0.007749
STAMBP	0.034665
ACTG2	0.89477
DGUOK	0.73772
TET3	0.30674
BOLA3	0.5322
MOB1A	0.17368
MTHFD2	0.56173
SLC4A5	0.12961
DCTN1	0.083003
C2orf81	0.11845
WDR54	0.048369
RTKN	0.07199
INO80B	0.3079
WBP1	0.27379
MOGS	0.31732
MRPL53	0.10906
CCDC142	0.26109
TTC31	0.085967
LBX2	0.30761
PCGF1	0.21698
TLX2	0.3953
DQX1	0.36783
AUP1	0.082331
HTRA2	0.12109
LOXL3	0.029682
DOK1	0.027483
M1AP	0.3095
SEMA4F	0.10637
HK2	0.03759
POLE4	0.84732
TACR1	0.4307
EVA1A	0.40197
MRPL19	0.050164
GCFC2	0.032542
LRRTM4	0.30401
REG3G	0.18173
REG1B	0.28627
REG1A	0.72788
REG3A	0.34047
CTNNA2	0.51451
LRRTM1	0.069208
SUCLG1	0.11767
DNAH6	0.13026
TRABD2A	0.26561
TMSB10	0.56046
KCMF1	0.80151
TCF7L1	0.43526
TGOLN2	0.0067015
RETSAT	0.13308
ELMOD3	0.13932
CAPG	0.13901
SH2D6	0.0054384
MAT2A	0.34936
GGCX	0.1024
VAMP8	0.34606
VAMP5	0.058774
RNF181	0.10459
TMEM150A	0.089682
USP39	0.018791
C2orf68	0.18538
SFTPB	0.02167
GNLY	0.96497
ATOH8	0.27617
ST3GAL5	0.54755
POLR1A	0.068604
PTCD3	0.061634
IMMT	0.080442
MRPL35	0.095323
REEP1	0.14537
KDM3A	0.074581
CHMP3	0.050343
RNF103-CHMP3	0.017273
RNF103	0.045871
RMND5A	0.024393
CD8A	0.073047
CD8B	0.047625
RGPD1	0.26471
ANAPC1P4	0.17772
RGPD2	0.9019
KRCC1	0.84889
SMYD1	0.081445
FABP1	0.19824
THNSL2	0.16942
FOXI3	0.092805
TEX37	0.31671
EIF2AK3	0.52363
RPIA	0.99096
TEKT4	0.21392
MAL	0.26506
MRPS5	0.31028
ZNF514	0.16583
ZNF2	0.12681
PROM2	0.14664
KCNIP3	0.067851
FAHD2A	0.014784
TRIM43B	0.16492
TRIM43	0.45322
ANKRD36C	4.5958e-4
GPAT2	0.028517
ADRA2B	2.131e-4
ASTL	2.8899e-5
DUSP2	0.016163
STARD7	2.9157e-7
TMEM127	5.3741e-6
CIAO1	7.358e-4
SNRNP200	1.7089e-4
ITPRIPL1	9.9605e-4
NCAPH	2.6331e-4
NEURL3	0.042892
ARID5A	0.0090909
KANSL3	1.0035e-4
FER1L5	2.5073e-5
LMAN2L	3.7388e-6
CNNM4	2.464e-4
CNNM3	0.011702
ANKRD23	0.022547
ANKRD39	0.14932
SEMA4C	0.048634
FAM178B	0.0025241
FAHD2B	0.0031094
ANKRD36	0.0037882
ANKRD36B	0.072696
COX5B	0.104
ACTR1B	0.021498
ZAP70	4.3104e-4
TMEM131	2.4734e-4
VWA3B	0.28769
CNGA3	0.42339
INPP4A	0.001501
COA5	0.0024338
UNC50	0.0032995
MGAT4A	0.025619
CRACDL	0.0013303
TSGA10	0.0053409
C2orf15	0.37347
LIPT1	0.06665
MITD1	0.11335
MRPL30	0.16137
LYG2	0.0024923
LYG1	0.0077519
TXNDC9	0.0025856
EIF5B	8.5875e-4
REV1	2.8358e-4
AFF3	0.13566
LONRF2	0.7019
CHST10	0.52252
NMS	0.10785
PDCL3	0.14624
NPAS2	0.94533
RPL31	0.52199
TBC1D8	0.83528
CNOT11	0.33514
RNF149	0.24264
CREG2	0.036294
RFX8	0.41878
MAP4K4	0.87989
IL1R2	0.97074
IL1R1	0.73306
IL1RL2	0.44377
IL1RL1	0.96698
IL18R1	0.93848
IL18RAP	0.93178
SLC9A4	0.76927
SLC9A2	0.81645
MFSD9	0.36242
TMEM182	0.064476
MRPS9	0.27827
GPR45	0.14252
TGFBRAP1	0.039989
C2orf49	0.055822
FHL2	0.082355
NCK2	0.74615
ECRG4	0.86057
UXS1	0.34017
ANAPC1P6	0.43372
RGPD3	0.44989
ST6GAL2	0.044338
RGPD4	0.71531
SLC5A7	0.18237
SULT1C3	0.36526
SULT1C2	0.64749
SULT1C4	0.63826
GCC2	0.91604
LIMS1	0.82846
RANBP2	0.077066
CCDC138	0.10579
EDAR	0.62317
SEPTIN10	0.011161
SOWAHC	0.0028556
MALL	0.090257
NPHP1	0.29515
BUB1	0.96988
ACOXL	0.23876
BCL2L11	0.053382
ANAPC1	0.77345
MERTK	0.17844
TMEM87B	0.0098459
FBLN7	0.043485
ZC3H8	0.22147
ZC3H6	0.61237
RGPD8	0.95214
TTL	0.11635
POLR1B	0.023788
CHCHD5	0.036098
SLC20A1	0.91881
CKAP2L	0.76742
IL1A	0.71846
IL1B	0.70282
IL37	0.40983
IL36G	0.59369
IL36A	0.97315
IL36B	0.3393
