GENEID	BD_ATAC
LINC01304	5.66e-5
MIR4687	4.53e-9
DAPK3	4.82e-7
SNORD37	0.803564373
PRPF4B	3.32e-8
ZZEF1	0.004059099
EEF2	1.49e-5
FAM86EP	4.62e-7
RNF24	9.16e-8
LINC01346	0.831739621
LOC102724927	2.40538e-4
PIAS4	8.28e-7
RRM1	1.79e-9
DLGAP1-AS4	2.25e-10
GLIS3	1.53e-10
MIR6078	7.98e-5
CYB5D2	1.72e-6
FAM217A	0.013304669
ZBTB7A	2.6e-7
SMOX	4.34e-8
C6orf201	0.001664131
SDK1	5.13e-5
OTOP1	2.3183e-4
MAP2K2	5.52e-7
LOC101927964	1.14e-7
ANKFY1	8.49e-6
ECI2	2.02e-6
CREB3L3	0.264535502
PARP11	9.85e-7
IRX1	1.73e-8
LINC01433	1.12e-5
LOC100507506	1.1e-6
ADCY9	7.8e-7
LOC103021295	0.002796491
SIRT6	4.59e-5
ANKRD24	8.94371e-4
LINC02749	2.35768e-4
DLGAP1-AS5	3.35e-10
LINC02114	8.48e-8
LINC01345	1.76e-6
EBI3	0.001629327
LOC105375131	6.8e-7
SRL	2.02e-5
YJU2	2.32e-7
TMEM128	1.69701e-4
LOC105373394	5.31e-5
UBE2G1	1.14e-7
SHD	0.004914891
LOC102724096	2.62e-7
LINC00702	4.79e-6
ZBTB49	2.58e-6
TMIGD2	0.825540271
LINC01569	6.35e-6
FSD1	0.002604007
TFAP4	1.53e-7
STAP2	3.51e-9
SETMAR	1.66e-10
MPND	6.59e-8
SPNS3	5.79034e-4
LINC02533	3.89e-6
LOC101928201	1.45e-5
LINC01249	1.21e-8
GLIS2	5.55e-6
OR52B4	0.059183047
CSMD1	6.38e-8
GLIS2-AS1	1.15e-6
CCND2	3e-11
LINC00703	2.1e-7
NSG1	3.56e-8
CCND2-AS1	6.27e-7
SH3GL1	2.29e-7
PAM16	1.83e-6
SPNS2	1.24e-6
CHAF1A	7.33e-6
ADRA1D	4.72e-8
TRIM21	1.14774e-4
TIGAR	3.82e-8
VASN	1.67e-8
LINC01777	1.27459e-4
MIR4746	5.70807e-4
DLGAP1	8.09e-11
UBXN6	5.24e-7
MYBBP1A	8.44e-5
FOXK1	3.34e-7
CORO7	3.55e-8
SUMF1	1.64e-11
GGT6	0.006688459
HDGFL2	4.15e-7
DNAJA3	3.99e-5
FGF23	2.1e-5
SMTNL2	1.85e-5
STX18-IT1	3.09e-5
OR52K2	2e-5
SLC1A1	8.9e-10
LINC01996	0.469103684
PLIN4	0.01420175
NMRAL1	4.06e-5
ITPR1-DT	0.157971098
ALOX15	0.005582752
OR52K1	6.25e-10
PLIN5	0.004897149
STX18	6.23e-5
LRG1	0.143160991
HMOX2	3.32e-7
FGF6	9.66e-6
OR52M1	4.0695e-4
CDIP1	6.97e-7
ITPR1	1.59e-7
SEMA6B	0.032822481
PRNP	5.53e-6
OR52I2	0.449811042
C16orf96	1.56171e-4
PELP1	5.72e-6
OR52I1	0.599677734
ARRB2	2.05e-8
C12orf4	0.080668596
TRIM68	1.34643e-4
MED11	3.21e-8
TNFAIP8L1	1.65e-6
RAD51AP1	0.001029105
KU-MEL-3	2.55e-5
ZMYND15	0.076606627
OR51D1	1.5e-8
PLPP6	5.08e-7
LINC01646	1.74292e-4
UBALD1	1.77e-5
SPATA6L	6.27e-11
MYDGF	4.98e-5
MGRN1	1.54e-8
TM4SF5	4.1623e-4
DPP9-AS1	0.054583859
SNORD162	0.002695859
OR51E1	3.7677e-4
CDC37L1	2.35e-5
GLTPD2	1.21e-7
PSMB6	4.92e-5
PRND	5.35819e-4
LINC00705	5.96e-6
PLD2	9.9e-5
MIR6769A	2.55e-7
DYRK4	2.72e-6
DPP9	2.68e-7
CDYL	1.04e-6
OR51E2	0.005022312
MINK1	1.63e-6
AK3	5.04e-6
PRNT	2.82e-5
NUDT16L1	3.59e-8
NDUFA9	0.015030122
MIR7-3HG	9.47e-5
MIR7-3	0.066327052
ANKS3	7.22e-8
AP5Z1	8.26e-7
C17orf107	8.24e-6
FEM1A	5.03e-6
EGOT	2.73e-9
LOC101928279	2.39e-7
C16orf71	0.009393584
OR51F1	2.45e-5
CHRNE	9.16984e-4
GAU1	3.01e-6
TICAM1	1.32e-5
ZNF500	2.03e-7
OR52R1	4.02e-6
MIR4656	9.54e-7
SEPTIN12	0.014129989
GP1BA	0.32621658
RCL1	3.6e-12
LINC01396	2.39e-10
RNF167	4.54e-7
SMIM22	0.461749729
PFN1	3.52e-6
OR51F2	0.00217433
ROGDI	5.64e-7
ENO3	0.010790679
LINC01892	1.29e-11
MIR101-2	1.62e-12
MSX1	5.51304e-4
GALNT8	0.003809524
AKR1E2	7.35e-10
OR51S1	0.044971518
SPAG7	5.2e-7
PCDH11Y	0.027250994
PLIN3	8.95e-5
RASSF2	1.51e-7
MIR6865	0.970556962
OR51H1	0.789963185
SNORD165	1.42e-5
CAMTA2	2.73e-7
GLYR1	1.24e-6
INCA1	1.18e-7
PAPOLB	0.032682468
OR51T1	0.059117985
UHRF1	9.48e-5
LOC102724009	2.31e-6
KCNA6	1.95e-9
LOC101928306	0.002741703
RADIL	4.06e-7
SLC23A2	7.04e-9
UBN1	0.083103305
SLC52A1	0.001592999
BHLHE40-AS1	2.13e-7
MIR4747	9.63288e-4
OR51G1	0.17059183
PPL	0.001269892
OR51A4	0.177907777
KDM4B	1.25e-5
OR51A2	0.273197973
AKR1C6P	0.045823177
ZFP3	6.58e-5
AJAP1	1.5e-6
MMD2	1.73212e-4
LYRM4-AS1	5.25e-6
AKR1C1	7.27e-6
SEC14L5	1.49e-8
MMP26	0.009352893
RNF216P1	7.14e-6
LINC01020	6.04e-5
LOC101928000	8.67e-8
RPP40	0.03418601
KCNA1	3.4e-6
BHLHE40	8.07e-7
OR51L1	3.38e-5
ZNF232	0.453349736
CYTL1	0.002788006
USP6	0.025995136
JAK2	6.59e-7
OR52J3	3.19e-6
LINC02121	6.43e-9
NAGPA-AS1	3.94e-6
OR52E2	0.67547432
TMEM230	4.99e-7
RBAK-RBAKDN	3.2073e-4
NAGPA	4.67e-8
ZNF594	4.9100000000000004e-06
ARL8B	6.07e-10
PCNA	5.07e-7
OR52E1	0.022338709000000002
LOC100130950	0.034516968
KCNA5	1.88e-5
PPP1R3G	1.5e-8
C16orf89	0.006406772
RBAKDN	0.017498207000000002
ALG1	1.28e-6
CTD-2297D10.2	4.28e-7
EEF2KMT	4.57e-7
AKAIN1	1.18268e-4
OR52A5	8.7e-7
CDS2	3.31e-11
SCIMP	7.96196e-4
MIR3691	4.28e-8
OR52A1	2.87e-5
RABEP1	0.001485668
INSL6	2.19064e-4
OR52Z1	0.041126402
ZNF890P	1.34e-6
EDEM1	3.66e-6
LYRM4	5.86e-7
STK32B	5.19e-5
INSL4	0.004485006
OR51V1	0.003584375
LINC00526	0.007423953
HBB	0.547860217
HBD	0.035685526
LINC00667	0.004992331
HBBP1	0.951019751
ADAMTS16	3.4e-8
HBG2	0.849137444
WIPI2	3.91e-6
RPAIN	0.002486282
PTPRS	1.23e-6
PROKR2	0.006533188
HBE1	4.54575e-4
RLN2	0.001232468
FARS2	1.15683e-4
OR51B4	0.108851831
SLC29A4	2.62e-8
NUP88	1.69e-5
RLN1	3.84e-6
C1QBP	7.7e-6
OR51B2	1.37e-6
DHX33	3.61e-5
LINC01248	1.79e-8
ZBTB14	7.92e-7
OR51B6	7.84e-5
MIS12	2.64e-7
OR51M1	3.48812e-4
LOC728392	5.44e-8
LINC00658	1.24e-5
LINC02443	1.35119e-4
OR51J1	0.182714994
PLGRKT	1.49497e-4
OR51Q1	0.043667865
CD274	2.46e-9
TNRC18	8.39e-9
LOC643406	2.16948e-4
ICE1	8.51e-9
OR51I1	0.046462843
LOC100129484	1.15e-6
LOC101927972	3.3e-6
LINC00654	1.35e-8
NLRP1	0.002681627
NET1	4.29e-5
OR51I2	0.232131335
ZNRF4	2.28e-5
OR52D1	0.008491854
LINC01729	7.91e-8
PDCD1LG2	9.28e-9
UBQLN3	0.09355575
CALML5	5.36e-8
MIR589	1.42e-6
UBQLNL	1.74656e-4
LINC01587	7.88e-6
FBXL18	5.0635e-4
OLFM5P	1.3e-5
LOC221946	8.72e-7
CALML3	2.41e-6
OR52H1	0.00244804
TINCR	8.45577e-4
ACTB	1.27e-6
CALML3-AS1	9.81e-7
OR52B6	0.888896769
FSCN1	1.49e-7
TRIM6	3.69362e-4
SAFB2	7.06e-6
MIR4689	1.19e-5
EPB41L3	2.48e-10
NTF3	3.15e-5
GPCPD1	8.64e-8
TRIM34	2.9e-5
LINC01570	4.14e-5
RIC1	8.35e-10
LINC02657	4.8e-7
MICOS13	7.57e-7
EVC2	1.87e-5
RPL36	1.42e-6
TRIM5	1.92e-6
ASB13	1.31e-6
TRIM22	1.09e-11
SHLD1	5.7e-11
EVC	6.67e-7
MIR3976HG	6.8e-10
LONP1	2.59e-6
LOC101927950	1.11e-7
RNF216-IT1	2.59e-8
TASOR2	5.57e-5
OR56B1	0.210764122
MIR6874	1.66e-6
LOC339166	6.95111e-4
OR52N4	1.02932e-4
PRR22	0.004180523
DUS3L	3.24e-5
RNF216	2.02e-7
ERMP1	5.46e-8
MIR8065	0.001742242
OR52N1	4.42e-5
GDI2	4.6e-7
NRTN	0.006122452
MIR4790	1.46e-8
OR52N2	9.04e-5
MIR3976	8.61498e-4
SOX11	5.87175e-4
OR52E6	2.4e-5
ZNF815P	2.14e-7
OR52E8	3.25e-5
ANO2	5.11e-6
MLANA	7.7e-7
CHGB	4.54e-9
NDUFA11	0.13151780800000001
CRMP1	8.8e-12
VMAC	2.22e-5
OCM	6.30868e-4
OR52E4	0.004052682
OR52E5	2.58505e-4
FBH1	1.53e-6
TRMT6	1.84725e-4
MIR378D1	2.13e-5
ANKRD16	8.51e-5
CAPS	0.006656875
CCZ1	1.04189e-4
OR56A3	0.330368675
MIR4665	0.048171843
RANBP3	7.36e-6
LINC01810	1.31e-8
MCM8-AS1	1.29e-6
LOC100287015	8.55e-6
OR56A5	0.012067317
LOC100128568	2.09369e-4
CRLS1	4.75e-8
LOC105373156	5.88e-6
IL15RA	6.81e-9
C4orf50	3.07e-7
KIAA2026	4.92e-5
NRN1	4.53e-12
TMEM200C	2.82e-9
OR52L1	0.078996767
OR56A4	0.146738466
RSPH10B2	0.005708499
OR56A1	3.43e-7
PMS2	3.79e-6
NPHP4	5.16e-8
SILC1	4.96525e-4
LRRN4	6.56e-8
SNORA80D	0.021373896
ANKRD61	0.005663029
LINC02145	1.62e-8
OR56B4	2.78e-8
KCNAB2	1.63e-7
IL2RA	1.38e-5
EIF2AK1	1.7e-6
L3MBTL4-AS1	4.08e-9
RANBP6	2.46e-9
RFX2	8.61e-8
MIR7158	0.006800089
RBM17	1.34e-5
SNORA120	1.4e-6
GRM7-AS3	2.68e-5
WSCD1	6.44e-7
USP42	7.18e-5
NLGN4X	8.95e-5
OR52B2	1.58e-5
AIPL1	4.54e-5
MIR5683	5.4e-6
MIR7853	1.41e-5
MIR3155A	7.99e-6
ACSBG2	5.66175e-4
JAKMIP1	5.81e-10
MIR3155B	2.28e-6
CHD5	4.96e-5
LOC400940	7.86e-5
OR52W1	7.89e-6
LINC02495	4.7e-8
C11orf42	9.57e-6
PFKFB3	2.4e-9
IL33	5.58e-6
FERMT1	1.07e-6
WFS1	1.08e-6
FAM160A2	1.51438e-4
VWF	0.001014575
RPL22	1.18e-7
CNGA4	0.086072774
MCPH1	3.95e-6
RNF207	4.67e-5
CYTH3	5.15e-8
MLLT1	1.63e-5
CCKBR	1.7e-9
CD9	3.39e-7
ICMT	5.27e-7
HES3	2.7149e-4
TPD52L3	6.38e-6
F13A1	2.11e-8
LINC02649	1.62488e-4
CASC20	2.53e-5
ACER1	8.02e-5
GPR153	1.2e-5
CAVIN3	1.71e-7
PIMREG	6.02e-8
CLPP	1.51557e-4
PPP2R2C	1.33e-8
MED10	1.85e-7
MIR4770	0.001184202
L3MBTL4	9.68e-8
ALKBH7	1.16e-7
MIR4317	1.25e-12
SMPD1	4.52e-9
PSPN	0.037520724
FAM220A	3.23e-5
GTF2F1	5.33e-6
TTTY8	0.081902134
LOC390877	0.00607177
MIR3940	0.122477603
KHSRP	5.95e-6
LINC02656	2.76e-9
PITPNM3	9.66e-5
PLEKHG6	1.87e-6
SLC25A41	0.012964983
APBB1	1.04e-9
RAC1	8.48e-8
ANGPT2	2.12533e-4
TNFRSF1A	1.27e-8
LINC01247	6.24e-5
ACOT7	1.91e-7
SLC25A23	3.07e-7
HPX	2.54e-7
UBE2QL1	3.05e-7
HES2	0.358373789
DAGLB	5.48e-8
DENND1C	0.004070465
ESPN	0.020104173
LTBR	6.73e-5
TRIM3	6.34e-6
MIR4252	6.37e-5
UHRF2	2.39e-7
MIR8055	2.76e-5
ARFIP2	0.001548352
TIMM10B	0.923432953
TUBB4A	5.25e-7
DNHD1	8.18e-10
MCPH1-AS1	3.48036e-4
CD27	0.003842385
TNFRSF25	0.001378054
TNFSF9	3.2e-6
KDELR2	1.27e-9
KIAA0753	1.18e-7
VCX3A	6.19e-7
TXNDC17	9.76066e-4
C17orf100	9.05e-7
TAPBPL	1.19e-6
AGPAT5	0.010375224
GRID2IP	6.36e-6
ALOX15P1	3.10367e-4
MAN2B2	2.17e-7
VAMP1	1.36e-5
PLEKHG5	1.59e-7
LINC01018	1.56e-8
LY86	1.82e-9
RRP8	1.79e-7
MIR4659A	8.19e-5
NCAPD2	2.53e-6
LINC01387	1.27e-8
MRFAP1	1.29e-5
NOL9	1.21e-6
NSUN2	1.78096e-4
ZDHHC4	3.84e-7
GLDC	1.4e-8
LY86-AS1	2.48e-8
PRKCQ	0.065034177
PRKCQ-AS1	6.89912e-4
ILK	1.16364e-4
SLC13A5	7.47e-7
C7orf26	4.16e-6
SRD5A1	5.97e-5
TAF10	9.63e-6
MIR4659B	0.002940194
ZBTB48	1.74e-6
TPP1	3.94e-7
GAPDH	8.59e-10
ZNF853	1.56e-6
LINC02482	8.36e-8
XAF1	1.40253e-4
KLHL21	2.75e-7
IFFO1	1.01e-9
LINC02648	0.001944755
DCHS1	4.29021e-4
TNFSF14	3.00722e-4
PHF13	3.3e-7
LOC93622	3.93e-6
ZNF316	3.98e-5
NOP2	6.49e-7
FBXO39	0.036150508
AMELY	0.529385075
THAP3	1.11e-6
LINC02102	0.009721871
XKR5	6.45904e-4
LINC002481	1.56013e-4
SCARNA11	0.532356465
S100P	0.258895748
GS1-24F4.2	0.001321816
MRPL17	4.55e-6
MRFAP1L1	1.90335e-4
LINC01713	1.22e-5
BLOC1S4	2.59e-5
C3	0.265451896
GVINP1	1.78576e-4
CHD4	1.13e-7
ARHGAP28	5.53e-8
MIR6791	0.778669235
DEFB1	0.073161036
TEKT1	0.002348485
GPR108	1.19e-5
TRIP10	8.64e-5
TENT4A	4.23e-8
LINC01246	1.18e-7
LPAR5	2.59865e-4
LINP1	7.12e-6
SH2D3A	0.927626503
ACRBP	3.43e-5
ZNF12	4.35e-5
DNAJC11	3.96e-6
DEFA6	0.036167891
PMS2CL	1.90352e-4
ING4	8.28126e-4
OR2AG2	4.99e-6
LOC101927168	1.22e-7
KIAA0232	3.9e-7
MIR7515	0.001735466
DEFA4	0.872533817
MIR7515HG	0.001044789
LINC02236	9.43e-8
RSPH10B	6.2744e-4
ZNF384	0.001279069
DEFA8P	0.593266228
LINC00706	9.2e-5
LINC01672	0.047086097
KDM4C	1.11e-12
OR2AG1	0.742863239
PIANP	4.29e-7
DEFA9P	0.975434709
ALOX12P2	0.01674238
DEFA10P	0.006354481
VAV1	4.44e-6
CAMTA1-DT	0.499359207
DEFA1B	0.230223914
OR6A2	2.12e-6
BMP2	1.81e-9
COPS7A	1.29e-5
MLF2	4.54e-6
ADGRE1	0.145618542
PTMS	5.25e-10
TBL1Y	0.025825172
OR10A5	0.004804662
DEFA3	5.33012e-4
LAG3	2.25e-6
OR10A2	0.005638055
LINC00668	0.011785929
DEFA11P	0.01126638
ALOX12	0.22647223
CD4	4.41e-6
GRM7	4.62e-11
MIR4278	1.76e-8
ALOX12-AS1	0.085851849
LINC00487	3.62634e-4
RNASEK	1.04007e-4
C17orf49	4.28e-8
OR2D2	0.001494943
BCL6B	2.64838e-4
OR2D3	0.005974947
SLC16A13	2.58e-10
TBC1D14	3.84e-6
ZNF215	9.6e-10
DEFA5	0.001405699
SLC16A11	1.77749e-4
CLEC10A	0.002109969
NRIR	1.42e-6
CCZ1B	2.99e-8
MIR3683	4.52e-6
ADGRE4P	1.04e-6
LINC00707	1.97e-5
ASGR2	3.15559e-4
LOC101927188	7.76e-5
CMPK2	8.38e-9
LINC01428	3.27999e-4
ZNF214	6.10839e-4
RSAD2	2.96e-5
NLRP14	5.17e-8
CCDC96	1.23966e-4
LOC100129931	0.015252564
CAMTA1	2.89e-9
PUDP	0.031846466
ZNF557	2.03e-5
GRPEL1	8.7e-7
ASGR1	5.4e-5
LINC00965	6.10052e-4
RNF144A	2.65e-9
LINC02447	1.18094e-4
DLG4	1.69e-5
LAMA1	7.42e-8
ACADVL	1.87e-7
SNORD129	7.33e-6
MIR324	0.040997049
DVL2	4.42e-5
LOC100131257	4.48e-7
PHF23	1.72e-6
STS	2.02e-7
GABARAP	6.54e-8
CTDNEP1	3.48e-6
CLDN7	0.048371127
RBMXL2	4.36e-8
PRKY	0.002536698
SLC2A4	2.8e-5
GRM7-AS2	3.07e-7
YBX2	4.5402e-4
RREB1	8.96e-7
MIR302E	0.249989201
LRRC30	1.67e-9
SORCS2	6.64e-8
EIF5A	8.96e-6
FAM66B	0.008680324
GPS2	1.63e-5
C1GALT1	5.62e-5
NEURL4	2.57e-7
LOC101929452	4.56e-9
ACAP1	0.678642452
C1R	1.18e-6
KCTD11	7.2e-6
ZNF705G	6.39968e-4
TMEM95	0.017890165
C1RL	3.03e-7
DEFB4B	1.07e-6
LINC01751	7.19e-5
SSR1	5.93e-8
RBP5	0.002876318
CLSTN3	5.7e-9
TNK1	1.65e-6
MIR4798	1.35e-5
INSR	7.45e-9
PLSCR3	2.64e-7
LOC101927354	5.47e-10
TMEM256-PLSCR3	2.9e-7
SPAG11B	0.368873458
NLGN2	0.572665148
LINC01706	0.080567792
LOC442132	3.26839e-4
SPEM2	0.001513546
SPEM3	0.005703121
TMEM102	6.06298e-4
FGF11	4.06e-5
PEX5	1.41e-6
LINC02123	3.01e-5
CHRNB1	1.14e-6
SYT9	1.53e-7
ZBTB4	1.49e-6
POLR2A	9.51e-10
PSAPL1	1.40122e-4
PRR23D2	0.089589498
RIOK1	2.85e-7
LOC100506274	1.69e-6
TTTY16	0.045821048
ADCY2	3.41e-10
LOC102725193	1.96e-5
TNFSF12	6.6e-7
ARHGEF18	5.63e-7
LOC112577592	1.86399e-4
TNFSF13	0.005565745
SENP3	1.87e-6
FAM90A7P	9.37e-7
EIF4A1	4.61e-6
LOC100506258	8.6e-7
CD68	0.005984811
MPDU1	4.51e-5
SOX15	4.01e-6
MIR8062	0.002370809
OLFML1	3.73991e-4
DSP	1.34e-8
MIR4274	3.46e-6
SFMBT2	2.27e-6
FXR2	5.09e-6
ACSM4	4.06e-6
GRM7-AS1	1.07e-9
CD163L1	4.33e-5
SAT2	2e-7
SHBG	0.851272707
FAM90A10P	0.005614179
PEX11G	9.09e-5
ATP1B2	7.44e-5
TEX45	1.57e-6
ZNF358	2.77e-5
COL28A1	4.8e-7
MCOLN1	4.43277e-4
TP53	1.47754e-4
VCX	6.98899e-4
WRAP53	1.23e-6
PPFIBP2	3.85e-6
LOC101927391	4.69e-5
PNPLA6	2.48e-8
MIOS	4.36e-6
EFNB3	1.28e-6
ITIH5	3.21e-6
SNRNP48	2.78e-9
DNAH2	8.66e-6
RPL29P2	0.01009498
CAMSAP3	0.007934777
DEFB107B	0.234546844
TTTY12	0.00814661
MIR6792	0.387734923
DEFB104A	0.454236986
DEFB104B	0.611796538
PET100	5.82e-5
CYB5R2	8.75e-6
UMAD1	5.56e-8
OVCH2	0.011266513
STXBP2	0.1301387
SPAG11A	0.030053723
RPA3	1.97e-7
BMP6	1.86e-7
ITIH2	0.005137887
RETN	0.00579829
CD163	0.002820921
MCEMP1	0.003710244
DEFB103A	0.001112349
TRAPPC5	3.93e-9
KDM6B	2.65e-7
AFAP1-AS1	3.58e-7
TMEM88	7.8e-7
DEFB4A	8.44e-6
NAA38	1.68e-5
ZNF705B	5.43e-5
CHD3	4.49e-8
APOBEC1	1.42741e-4
CLEC4G	0.018702432
KIN	0.010535216
DMAC1	4.41e-8
SCARNA21	0.091317525
OR5P2	0.013033301
FAM66E	0.007476818
RNF227	8.61e-7
HAO1	1.3e-6
PTPRM	1.95e-9
ATP5F1C	8.33e-5
VAMP3	3.8e-7
KCNAB3	9.1e-5
CNTROB	2.82e-6
PER3	1.22e-5
GDF3	0.381050827
OR5P3	0.782206402
C5orf49	7.52e-10
TAF3	2.8e-5
CLEC4GP1	0.05384346
DEFB109B	0.277354403
OR5E1P	0.041349465
GUCY2D	4.48622e-4
EVI5L	1.59e-6
PNPLA4	2.71e-5
LOC389199	1.30636e-4
TXNDC5	8.25e-5
LOC283299	3.09e-9
LOC100505921	2.22e-6
MIR548I3	0.002236449
PRR36	6.4e-6
RBFOX1	2.68e-9
OR10A6	0.787414248
ALOX15B	0.001331277
UTS2	7.36e-6
NANOG	1.14e-6
TMX4	5.57e-7
TNFRSF9	0.001535005
LOC101929551	1.74e-6
OR10A3	0.008381309
MAP2K7	5.58e-5
AFAP1	1.7e-6
TGFBR3L	1.41314e-4
ALOX12B	0.002285521
NLRP10	0.132196891
SNAPC2	1.67e-7
GATA3-AS1	0.067232897
CTXN1	6.59e-7
LOC101927394	4.08e-6
PIP5K1P1	1.29e-6
TIMM44	1.96e-6
SLC2A14	1.86e-7
MIR651	2.68108e-4
EIF3F	9.06e-6
PARK7	3.4e-6
ALOXE3	5.54e-9
HES7	3.55e-7
MIR95	2.01e-8
BLOC1S5	0.021014519
CASC23	2.03e-10
MIR6883	1.44e-7
PER1	1.36e-6
MTRR	7.21e-7
TUB	1.76e-10
BLOC1S5-TXNDC5	5.92e-8
FAM85B	0.002566986
VAMP2	4.28e-5
ELAVL1	1.19e-5
SNORD118	5.56e-7
TMEM107	1.43e-6
ABLIM2	3.42e-7
TUB-AS1	3.62e-7
SCARNA27	0.144729291
ERRFI1	3.77e-6
SLC2A3	3.45e-7
MIR4521	1.93e-7
BORCS6	3.63e-6
AURKB	4.29e-7
FAM86B3P	6.2e-7
GLCCI1	4.85e-7
CCL25	2.61836e-4
PLCB1	1.65e-7
LINC00324	4.42e-9
EEF1E1-BLOC1S5	8.26e-7
CTC1	1.71e-6
VCX2	2.47e-6
GATA3	3.6e-6
RIC3	1.71e-8
FOXJ2	1.76e-12
RANGRF	1.76e-6
SH3TC1	5.42e-8
SLC25A35	1.63e-6
PRAG1	1.26e-6
C3AR1	0.006018446
FBN3	0.019042696
ARHGEF15	0.001207805
LINC01714	0.050858889
NECAP1	1.87e-5
ODF4	0.016449031
HTRA3	1.73964e-4
CLEC4A	6.84e-5
LOC100128288	0.072098865
LINC00298	7.74e-8
CERS4	3.14e-8
KRBA2	1.1e-7
RPL26	7.79e-7
PLCB1-IT1	1.51e-11
POU5F1P3	3.04228e-4
ICA1	1.48e-9
ZNF705A	0.221556626
RNF222	0.001409916
LMCD1-AS1	1.12e-7
FAM66C	3.45e-5
NDEL1	2.02e-6
LOC100192426	2.02e-7
LINC02517	1.52e-5
LINC02226	1.74e-7
CD320	5.12e-8
LINC00708	7.12e-8
LMO1	5.78e-10
SLC45A1	2.34e-7
FAM90A1	2.03e-6
NDUFA7	2.19842e-4
LINC02449	5.9e-9
KANK3	0.011294679
ACOX3	7.7e-6
LINC00299	7.39e-9
VCX3B	3.81964e-4
ANGPTL4	4.89e-5
LINC00279	0.003248977
RERE	1.3e-8
FAM86FP	5.04e-7
SLC35B3	0.001572785
RAB11B	4.98e-6
RAB11B-AS1	8.36853e-4
RERE-AS1	9.26e-6
TRMT44	8.2e-7
HNRNPM	1.42e-6
LOC100506207	1.05e-7
MYH10	2.48e-8
TTTY18	0.012300958
LINC00937	1.07e-5
GPR78	1.68574e-4
LOC105376398	3.24e-8
LMCD1	5.72e-6
PRAM1	9.97e-8
ZNF414	2.98e-7
SNORD128	5.83e-6
CPZ	3.57e-7
TTTY19	0.03033149
MIR4458	1.02e-9
NXPH1	1.2e-8
CLEC6A	1.13362e-4
TMEM114	2.29e-6
MYO1F	3.41e-6
STK33	5.72e-6
RAB12	8.72e-9
LINC00312	7.4e-7
CLEC4D	7.23163e-4
CCDC42	5.67e-5
CLDN23	1.46e-6
GACAT2	7.76e-7
SSUH2	1.62917e-4
LINC02199	5.07e-6
LINC01814	7.05e-11
TRIM66	1.1e-7
RPL27A	9.9e-7
CLEC4E	5.96e-8
ANOS1	1.6e-6
METTL22	3.59232e-4
SNORA3B	2.81e-7
MFSD6L	7.15051e-4
RNU105B	1.03e-10
MFHAS1	1e-7
CAV3	5.45e-5
AICDA	1.67e-6
ABAT	3.07e-7
ID2-AS1	8.24e-6
PIK3R6	2.82e-5
LOC102724784	7.14e-6
MFAP5	0.003564164
MTCL1	2.77e-8
ID2	1.29e-6
OXTR	3.7e-8
ST5	1.9e-7
FAM9A	0.002639218
PIK3R5	2.0098e-4
RIMKLB	4.46e-8
ERI1	7.03e-6
TTTY11	0.046635711
MIR4660	1.55574e-4
TMEM186	1.1193e-4
NTN1	0.094641069
PMM2	0.051239895
MIR6728	0.005753245
HMX1	3.06e-6
LOC100130283	0.008252535
AKIP1	6.96e-6
A2ML1	2.62e-9
ENO1	3.22219e-4
ENO1-AS1	1.51e-6
ZNF558	2.58e-5
SNORD3I	0.005771756
C11orf16	0.426324443
CARHSP1	1.66e-5
LINC02676	9.12e-6
KIDINS220	5.31e-9
CA6	6.86065e-4
TMEM9B	1.63e-6
PPP1R3B	3.08434e-4
MBD3L1	1.64e-5
RAD18	5.22e-8
USP7	2.25e-6
NDUFV2	5.2e-8
NRIP3	1.26e-6
PHC1	1.36e-7
SLC2A7	0.002020341
MIR5691	1.02e-7
M6PR	2.4e-10
LOC101929128	1.62e-5
KLRG1	2.45043e-4
SCUBE2	0.004190897
LOC101928266	8.99e-8
MUC16	0.001554436
HULC	7.23e-9
SLC2A5	4.78e-6
RBMY1A3P	0.025959972
FAM90A26	4.25e-6
NDUFV2-AS1	4.52e-6
MBOAT2	2.6172e-4
ANKRD12	0.04862787
SRGAP3-AS2	2.62e-6
KRT8P41	9.69e-8
FAM9B	6.33499e-4
PLCB4	1.79e-10
OR1M1	0.006159054
GPR157	1.22894e-4
LINC00612	1.56e-8
PTPRD-AS1	2.79e-7
MIR34A	0.003214774
MIR4636	1.64e-6
A2M-AS1	0.003480863
LINC00709	0.001873261
PER4	1.38e-8
C16orf72	3.48e-8
USP17L15	0.007143169
LNCTAM34A	0.244404739
USP17L11	0.021093461
ZNF317	8.07e-5
ASAP2	6.33e-7
MIR34AHG	6.55711e-4
LOC157273	1.17e-5
SRGAP3-AS3	2.56e-6
A2M	6.83e-8
USP17L20	0.471427903
SRGAP3	1.7e-6
H6PD	3.95e-6
DENND5A	1.82e-6
OR7D4	0.125304944
STX8	2.54e-5
SRGAP3-AS4	1.18e-8
TWSG1	7.47e-6
TMEM41B	2.08e-5
PZP	0.002531176
TNKS	3.11e-6
SPSB1	2.63e-5
OR7E24	3.23e-5
USP17L6P	5.07586e-4
IPO7	3.81e-7
LINC00987	9.6e-7
THUMPD3	1.56e-10
LINC02177	6.08e-6
SEMA5A-AS1	3.49e-7
ZNF699	1.11e-6
ZNF559	0.030460054
ZNF559-ZNF177	2.48e-5
LOC642846	0.004211941
THUMPD3-AS1	3.36e-5
SETD5	3.23e-5
