GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
TSSK3	1	32818365	32830098	4	2	378484	0.71482	0.23736
BSDC1	1	32830704	32860062	21	11	369509	1.5437	0.061334
ZBTB8B	1	32930658	32953460	20	6	370247	0.11191	0.45545
ZBTB8A	1	33004772	33071542	158	9	398198	0.86046	0.19477
ZBTB8OS	1	33086421	33116565	76	6	390726	0.10195	0.4594
RBBP4	1	33116749	33151812	72	4	403794	0.078655	0.46865
SYNC	1	33145507	33168361	48	4	392314	-0.158	0.56277
KIAA1522	1	33207492	33240571	53	14	391951	3.6828	0.00011536
YARS1	1	33240840	33283633	68	9	396349	3.3173	0.00045443
S100PBP	1	33282368	33324480	56	9	399955	3.6231	0.00014556
FNDC5	1	33327869	33338093	10	3	412527	3.4439	0.00028667
HPCA	1	33351688	33360247	11	4	364565	3.4506	0.0002797
TMEM54	1	33360196	33367041	8	2	408032	1.9558	0.025245
RNF19B	1	33402050	33430467	52	7	393148	2.8605	0.0021151
AK2	1	33473541	33502512	41	7	380974	0.99799	0.15914
AZIN2	1	33546711	33586132	46	11	380162	0.18299	0.4274
TRIM62	1	33611000	33647671	69	5	400901	0.40185	0.3439
ZNF362	1	33721908	33766321	74	12	399755	1.4679	0.071062
A3GALT2	1	33772367	33786699	32	9	404045	3.1739	0.00075205
PHC2	1	33789224	33841194	141	18	384914	2.9991	0.0013537
ZSCAN20	1	33938232	33962105	49	6	403433	0.28953	0.38609
CSMD2	1	33979609	34631443	1717	152	398889	0.39542	0.34627
HMGB4	1	34326076	34330392	9	4	392408	1.738	0.041107
C1orf94	1	34632624	34684732	185	25	391871	0.63033	0.26424
GJB5	1	35220648	35224113	8	3	410407	0.16672	0.43379
GJB4	1	35225342	35229325	17	8	406798	1.3233	0.092876
GJB3	1	35246790	35251967	16	6	386186	1.0925	0.13731
GJA4	1	35258559	35261351	11	3	365693	2.9357	0.0016639
SMIM12	1	35315963	35325417	28	10	393840	1.7772	0.037766
DLGAP3	1	35331037	35391083	94	26	388323	3.1799	0.00073668
TMEM35B	1	35447127	35450948	7	2	409779	2.4969	0.006265
ZMYM6	1	35451766	35497569	63	4	390344	2.7383	0.0030878
ZMYM1	1	35525387	35581460	65	8	394502	3.9519	3.8773e-05
SFPQ	1	35641981	35658766	23	2	371711	3.001	0.0013456
ZMYM4	1	35734444	35887545	162	12	388736	1.8666	0.030978
KIAA0319L	1	35899091	36023037	115	12	389255	1.9356	0.026457
NCDN	1	36023311	36032380	8	2	402354	1.7574	0.039423
TFAP2E	1	36038971	36060929	16	5	388488	1.9456	0.025853
PSMB2	1	36040259	36107445	42	8	389372	2.2978	0.010788
C1orf216	1	36179477	36184790	7	3	368941	1.5	0.066813
CLSPN	1	36185819	36235568	52	7	396938	1.189	0.11722
AGO4	1	36273231	36323491	64	12	365609	1.5984	0.054976
AGO1	1	36335412	36395211	52	9	398713	1.9979	0.022861
AGO3	1	36396364	36522360	97	10	397305	1.8815	0.029954
TEKT2	1	36549676	36553877	3	1	347837	0.9036	0.1831
ADPRS	1	36554453	36559533	4	2	388643	0.46468	0.32108
COL8A2	1	36560840	36591305	57	8	400136	1.1316	0.12891
TRAPPC3	1	36602170	36621654	27	5	402874	0.97578	0.16459
MAP7D1	1	36621751	36646450	28	6	395800	0.1925	0.42368
THRAP3	1	36690017	36770958	91	9	392919	-0.19448	0.5771
SH3D21	1	36771889	36793544	28	7	395753	0.49825	0.30915
EVA1B	1	36787631	36790567	3	1	411573	1.3409	0.089973
STK40	1	36805225	36851525	55	7	400190	-0.49499	0.6897
LSM10	1	36859031	36863493	25	3	404923	-0.35728	0.63956
OSCP1	1	36883507	36916086	134	7	308893	0.084067	0.4665
MRPS15	1	36921362	36930040	36	6	379311	-0.079399	0.53164
CSF3R	1	36931644	36948915	40	10	331852	0.41638	0.33857
GRIK3	1	37261128	37499844	466	53	391287	-0.47673	0.68322
ZC3H12A	1	37940119	37949978	13	5	375112	1.1981	0.11544
MEAF6	1	37955561	37980420	76	13	403042	1.5579	0.059634
SNIP1	1	38000050	38019945	44	9	397435	1.9043	0.028434
DNALI1	1	38022520	38032458	30	8	399726	2.0135	0.022033
GNL2	1	38032413	38061586	66	11	400589	2.1982	0.013969
RSPO1	1	38076821	38100595	66	12	400653	0.82217	0.20549
C1orf109	1	38147242	38158007	35	5	379289	1.4387	0.075114
CDCA8	1	38158073	38175391	47	8	405047	0.5914	0.27713
EPHA10	1	38181646	38230824	175	18	402121	0.98594	0.16208
MANEAL	1	38259721	38267278	7	3	407840	2.4922	0.0063472
YRDC	1	38268614	38273865	7	2	410949	2.2737	0.011492
MTF1	1	38275239	38325292	77	14	394140	2.2962	0.010832
INPP5B	1	38326369	38412729	157	17	403249	1.8311	0.033544
SF3A3	1	38422647	38456019	81	9	391666	2.2386	0.012592
FHL3	1	38462439	38471199	16	8	395841	0.037885	0.48489
UTP11	1	38478384	38490497	20	8	371690	-0.66513	0.74702
POU3F1	1	38509523	38512450	1	1	409884	0.48483	0.3139
RRAGC	1	39303869	39325495	50	12	401794	1.6005	0.054746
MYCBP	1	39328162	39339050	16	5	391259	1.2934	0.097931
GJA9	1	39339739	39347298	23	5	412221	1.0203	0.1538
RHBDL2	1	39350614	39407456	176	25	403167	1.7378	0.041119
AKIRIN1	1	39456916	39471737	47	6	406584	2.0152	0.021943
NDUFS5	1	39491967	39500308	27	5	396812	1.73	0.041812
MACF1	1	39549839	39952810	733	30	394027	1.6426	0.050235
NA	1	39875176	39882154	9	4	409788	1.5998	0.054826
BMP8A	1	39957318	39995541	73	14	379587	1.0673	0.14291
PABPC4	1	40026485	40042522	33	9	404596	3.1761	0.00074624
HEYL	1	40089103	40105348	40	14	404462	1.1539	0.12428
NT5C1A	1	40124793	40137710	16	5	399770	1.3984	0.080994
HPCAL4	1	40144320	40157382	71	12	406090	0.94144	0.17324
PPIE	1	40204517	40229586	68	11	404207	-1.1362	0.87206
BMP8B	1	40223903	40254533	92	16	392252	-0.94453	0.82755
LOC101929536	1	40254654	40255843	9	3	383422	-0.57409	0.71705
TRIT1	1	40306703	40349177	113	13	399962	2.7415	0.0030581
MYCL	1	40361096	40367687	13	6	354983	3.5318	0.00020638
MFSD2A	1	40420784	40435630	15	7	405341	2.0703	0.019213
CAP1	1	40505912	40538321	107	8	407916	0.97806	0.16402
PPT1	1	40538382	40563142	87	10	395138	0.41025	0.34081
RLF	1	40627041	40706593	91	15	393104	-0.25496	0.60062
TMCO2	1	40713573	40717365	4	2	409143	0.18795	0.42546
ZMPSTE24	1	40723722	40759856	39	10	375048	-1.4897	0.93185
COL9A2	1	40766162	40782939	64	11	371197	-1.3669	0.91417
SMAP2	1	40839378	40888998	111	19	403605	-0.77192	0.77992
ZFP69B	1	40915774	40929390	49	14	382108	-1.1309	0.87095
ZFP69	1	40943043	40962015	44	9	391834	-0.0074829	0.50299
EXO5	1	40974391	40982228	26	7	383446	0.48015	0.31556
ZNF684	1	40997233	41013841	54	8	404651	0.47163	0.31859
RIMS3	1	41086352	41131324	116	17	388246	2.0054	0.022459
NFYC	1	41157242	41237275	193	18	392306	1.8069	0.035388
KCNQ4	1	41249684	41306124	175	37	396136	1.7656	0.038735
CITED4	1	41326728	41328018	8	3	402875	2.4491	0.0071616
CTPS1	1	41445007	41478237	90	19	381046	2.4411	0.0073221
SLFNL1	1	41481269	41489116	30	9	393141	1.9799	0.023855
SCMH1	1	41492871	41707815	509	20	397790	2.1441	0.016011
FOXO6	1	41827328	41849263	56	12	406803	3.0615	0.0011011
EDN2	1	41944446	41950348	16	4	372848	0.9092	0.18162
HIVEP3	1	41972036	42501596	1293	52	395398	2.7929	0.0026118
GUCA2B	1	42619092	42621495	9	4	377304	2.559	0.005249
GUCA2A	1	42628362	42630395	4	2	301745	1.4923	0.067814
FOXJ3	1	42642210	42801548	261	12	391849	1.4058	0.079884
RIMKLA	1	42846468	42889900	136	9	402740	3.1084	0.00094062
ZMYND12	1	42896000	42921938	83	8	404716	2.4854	0.006471
PPCS	1	42921968	42939088	32	4	404398	2.3486	0.0094211
CCDC30	1	43000560	43120335	356	19	402160	1.7868	0.036985
PPIH	1	43123706	43142429	33	8	396579	0.74325	0.22866
YBX1	1	43148060	43168024	33	10	377519	0.95127	0.17073
CLDN19	1	43198764	43205925	18	5	411012	1.4274	0.076736
P3H1	1	43212006	43232755	39	10	390178	1.113	0.13286
C1orf50	1	43232916	43241413	15	5	388819	0.9767	0.16436
TMEM269	1	43253661	43264227	13	5	389152	0.6038	0.27299
SVBP	1	43272723	43283059	23	6	369158	1.1904	0.11694
ERMAP	1	43282776	43310660	43	10	404344	1.0572	0.14522
ZNF691	1	43312244	43318148	4	2	413466	1.0011	0.15839
SLC2A1	1	43391046	43424847	104	13	392362	0.092615	0.4631
CFAP144	1	43610800	43622067	45	9	404460	-0.32626	0.62789
EBNA1BP2	1	43629845	43638241	33	3	403568	0.32575	0.37231
CFAP57	1	43638001	43720029	297	24	400139	-0.038918	0.51552
TMEM125	1	43735665	43739673	9	5	363736	1.294	0.097827
C1orf210	1	43747554	43751334	7	4	394664	1.3574	0.087329
TIE1	1	43766566	43788781	27	4	397287	1.6098	0.053724
MPL	1	43803475	43820135	14	4	376114	1.976	0.024076
CDC20	1	43824626	43828874	5	3	412493	1.7712	0.038264
ELOVL1	1	43829068	43833745	6	4	326125	2.0905	0.018288
MED8	1	43849579	43855483	4	2	411115	0.81835	0.20658
SZT2	1	43855556	43919918	95	9	397925	0.9081	0.18191
HYI	1	43916674	43919938	6	3	378381	0.92493	0.1775
PTPRF	1	43991708	44089343	238	18	397468	2.5134	0.0059788
KDM4A	1	44115797	44171189	79	12	393238	2.5707	0.0050754
ST3GAL3	1	44173204	44396837	478	25	381440	2.2563	0.012026
ARTN	1	44398992	44402912	9	3	382434	2.9691	0.0014935
IPO13	1	44412478	44433694	32	5	404682	2.7141	0.003323
DPH2	1	44435653	44439043	3	1	413466	2.6111	0.0045123
ATP6V0B	1	44440118	44443972	9	4	346927	3.115	0.00091985
B4GALT2	1	44444874	44456843	17	4	398851	2.7183	0.0032814
CCDC24	1	44457280	44462200	8	4	376632	2.8793	0.001993
SLC6A9	1	44462155	44497171	67	14	321107	2.9238	0.0017289
KLF17	1	44513987	44600812	306	26	391698	-0.37131	0.6448
DMAP1	1	44679104	44686351	10	4	411096	1.4165	0.078315
ERI3	1	44686742	44821315	199	20	394165	0.74737	0.22742
RNF220	1	44870837	45117396	635	78	386651	-0.33644	0.63173
TMEM53	1	45118920	45140253	47	7	391617	-0.85388	0.80342
ARMH1	1	45140370	45191263	73	22	382334	1.5071	0.065894
KIF2C	1	45205396	45233439	58	9	388916	0.70637	0.23998
RPS8	1	45241213	45244427	4	2	409223	0.55264	0.29025
BEST4	1	45247831	45253648	5	1	374551	0.66216	0.25393
PLK3	1	45265638	45271667	10	3	397647	-0.46578	0.67932
DYNLT4	1	45271580	45273378	3	2	336121	0.42703	0.33468
BTBD19	1	45273373	45279801	13	3	409241	0.37213	0.3549
PTCH2	1	45285516	45309226	50	8	384428	-0.38425	0.6496
EIF2B3	1	45316194	45452394	326	12	377322	0.22667	0.41034
HECTD3	1	45468220	45477027	19	3	396731	1.2992	0.096941
UROD	1	45477805	45481341	7	3	310305	1.0366	0.14997
ZSWIM5	1	45482071	45672250	302	20	392757	2.6528	0.003991
MUTYH	1	45794914	45806142	16	7	376646	1.377	0.084251
TOE1	1	45805342	45809650	5	3	363189	0.48162	0.31504
TESK2	1	45809555	45956840	208	15	402931	1.4516	0.073304
MMACHC	1	45965856	45976739	17	4	397518	2.0544	0.019969
PRDX1	1	45976707	45988562	34	5	389589	1.7207	0.042649
AKR1A1	1	46016455	46035723	33	6	391226	1.6807	0.04641
NASP	1	46049660	46084578	45	5	401407	0.94128	0.17328
CCDC17	1	46085716	46090424	12	2	407188	0.60176	0.27367
GPBP1L1	1	46092976	46153782	117	7	398038	0.37755	0.35288
TMEM69	1	46153847	46160110	10	2	388961	0.44333	0.32876
IPP	1	46159996	46216485	97	6	396576	0.0066998	0.49733
MAST2	1	46269269	46501796	442	14	403428	-0.95464	0.83012
PIK3R3	1	46505812	46642167	217	16	402336	-1.0299	0.84847
TSPAN1	1	46640749	46651634	10	3	413256	-0.3818	0.64869
POMGNT1	1	46654353	46685977	47	9	393832	0.78142	0.21728
LURAP1	1	46669006	46686928	24	9	383129	0.59851	0.27475
RAD54L	1	46713367	46744145	35	10	399549	1.3126	0.094654
LRRC41	1	46744072	46769038	21	9	400906	1.7355	0.041326
UQCRH	1	46769324	46782448	20	7	373057	0.6654	0.2529
NSUN4	1	46805849	46830824	153	4	406740	2.1986	0.013955
FAAH	1	46859939	46879520	31	7	403559	1.8023	0.035751
DMBX1	1	46972668	46979898	19	5	410612	0.47246	0.3183
KNCN	1	47011316	47016887	14	4	359099	1.1921	0.11661
MKNK1	1	47023079	47069966	98	13	371732	0.096879	0.46141
MOB3C	1	47073387	47082563	18	3	399605	1.154	0.12425
ATPAF1	1	47100711	47134099	60	4	393645	-1.6184	0.94721
TEX38	1	47137497	47139266	4	2	352906	1.0717	0.14193
EFCAB14	1	47140831	47184792	77	6	390114	-1.398	0.91894
CYP4B1	1	47264670	47285021	63	10	388928	-0.21152	0.58376
CYP4A11	1	47394846	47407156	27	4	392263	0.36481	0.35763
CYP4X1	1	47427036	47516423	157	15	392374	1.2019	0.1147
CYP4Z1	1	47533160	47583992	102	4	400356	1.2168	0.11185
CYP4A22	1	47603107	47614528	42	5	376371	0.88197	0.1889
PDZK1IP1	1	47649261	47655771	12	6	386666	1.7318	0.041656
TAL1	1	47681962	47697938	33	7	403763	0.95763	0.16912
STIL	1	47715811	47779819	144	9	408603	0.50001	0.30853
CMPK1	1	47799469	47844511	102	9	398719	0.49143	0.31156
FOXE3	1	47881744	47883724	2	1	413466	-0.11646	0.54636
FOXD2	1	47901689	47906363	7	3	412229	-1.724	0.95765
TRABD2B	1	48226200	48463009	590	31	387533	0.19976	0.42083
SLC5A9	1	48688339	48714316	43	9	400715	-0.35802	0.63984
SPATA6	1	48761044	48937876	294	25	392431	-1.4263	0.92312
AGBL4	1	48998527	50489626	1999	55	398559	1.0329	0.15082
BEND5	1	49193538	49242547	80	15	395200	1.0674	0.14289
ELAVL4	1	50513686	50669442	188	31	402256	2.591	0.0047852
DMRTA2	1	50883223	50889119	2	1	279066	-0.86521	0.80654
FAF1	1	50906935	51425936	655	24	392294	3.7223	9.8724e-05
CDKN2C	1	51434367	51440309	11	4	357214	3.4499	0.00028045
C1orf185	1	51442129	51613754	302	23	398909	3.2529	0.00057119
RNF11	1	51701945	51739119	33	6	403956	0.39241	0.34738
TTC39A	1	51752930	51810785	92	17	400348	0.26359	0.39605
EPS15	1	51819935	51985026	463	19	400196	0.042293	0.48313
OSBPL9	1	52082546	52254891	193	17	360576	2.2586	0.011955
NRDC	1	52254864	52344609	149	21	394686	1.9388	0.026261
RAB3B	1	52373628	52456436	154	19	396908	0.021328	0.49149
TXNDC12	1	52485803	52521843	56	6	396842	-0.53568	0.70391
KTI12	1	52497777	52499472	3	1	412578	-1.2039	0.88569
BTF3L4	1	52521857	52556388	43	7	384772	-0.10266	0.54088
ZFYVE9	1	52607678	52812358	205	16	384761	0.13389	0.44675
CC2D1B	1	52816265	52831877	17	6	390399	0.10372	0.45869
ORC1	1	52838501	52870143	32	9	385154	1.0326	0.1509
PRPF38A	1	52870219	52883992	8	3	367589	1.6173	0.05291
TUT4	1	52888947	53018764	189	17	395604	1.2604	0.10377
GPX7	1	53068043	53074723	19	5	402762	1.8514	0.032059
SHISAL2A	1	53098961	53133252	77	16	377244	1.2963	0.097441
COA7	1	53152014	53164038	25	5	404980	2.6942	0.003528
ZYG11B	1	53192126	53293014	262	15	333809	1.4478	0.073836
ZYG11A	1	53308183	53360247	108	8	380795	1.2686	0.1023
ECHDC2	1	53361582	53392846	35	9	366901	1.2934	0.09794
SCP2	1	53392901	53517289	424	19	397913	0.15292	0.43923
PODN	1	53527724	53551174	110	13	399092	-0.36133	0.64107
SLC1A7	1	53552855	53608304	273	30	391631	-0.4787	0.68392
CPT2	1	53662101	53679869	27	6	397868	3.1865	0.00072002
CZIB	1	53679771	53686289	10	2	412719	3.5167	0.00021846
MAGOH	1	53692564	53704282	22	6	398172	3.5139	0.00022081
LRP8	1	53708036	53793821	180	26	397315	3.6223	0.00014598
DMRTB1	1	53925072	53933158	26	6	386284	0.54126	0.29416
GLIS1	1	53971904	54203748	614	39	392933	-1.6279	0.94823
NDC1	1	54231133	54304225	110	9	392562	-2.6799	0.99632
YIPF1	1	54317392	54355487	113	10	401124	-0.056207	0.52241
DIO1	1	54359860	54376763	61	9	407252	1.2301	0.10933
IFT25	1	54387234	54411975	42	6	400481	-0.0091452	0.50365
LRRC42	1	54411999	54433841	31	8	384502	-0.48331	0.68556
LDLRAD1	1	54472971	54483859	30	5	410929	0.20542	0.41862
TMEM59	1	54497346	54519135	31	8	358181	-0.21387	0.58468
TCEANC2	1	54519274	54565416	87	12	373541	0.18722	0.42574
CDCP2	1	54604668	54618679	68	13	397818	-0.88154	0.81099
CYB5RL	1	54638009	54665746	47	16	399377	-0.37405	0.64582
MRPL37	1	54665840	54691407	70	12	398951	0.051211	0.47958
SSBP3	1	54691104	54872068	460	69	389938	1.5087	0.065693
ACOT11	1	55007930	55100417	360	33	380821	-0.98652	0.83806
FAM151A	1	55074850	55089200	45	13	385120	-1.1091	0.8663
MROH7	1	55107427	55175939	217	34	394441	-0.88457	0.81181
TTC4	1	55181495	55208330	141	4	402733	0.007149	0.49715
PARS2	1	55222571	55230226	27	6	411741	-0.14448	0.55744
TTC22	1	55246752	55266941	59	11	403935	-0.059759	0.52383
LEXM	1	55271736	55307937	135	10	397264	0.26195	0.39668
DHCR24	1	55315300	55352921	127	15	404532	1.1812	0.11876
TMEM61	1	55446271	55457966	37	3	389790	1.4692	0.070895
BSND	1	55464617	55474465	22	5	360593	2.3287	0.0099366
PCSK9	1	55505149	55530526	106	20	397172	0.98744	0.16171
USP24	1	55532032	55681039	238	19	391066	-0.0014812	0.50059
PLPP3	1	56960419	57045257	256	29	383065	0.99499	0.15987
PRKAA2	1	57110990	57181008	240	18	390737	0.42954	0.33377
FYB2	1	57184477	57285369	340	46	400924	1.3699	0.085362
C8A	1	57320443	57383894	198	26	401347	-0.099688	0.5397
C8B	1	57394883	57433213	118	21	401789	-0.94699	0.82818
DAB1	1	57460453	58716211	3486	202	394321	-0.51824	0.69786
OMA1	1	58881052	59012469	491	45	396333	1.054	0.14594
TACSTD2	1	59041095	59043166	11	3	393743	-0.58754	0.72158
MYSM1	1	59120411	59165747	159	10	404011	2.4191	0.0077797
JUN	1	59246463	59249785	2	1	409829	1.0943	0.13691
FGGY	1	59762625	60228402	958	79	395847	1.2679	0.10242
HOOK1	1	60280458	60342050	128	18	369275	-2.1295	0.98339
CYP2J2	1	60358980	60392445	67	11	403707	-0.0016668	0.50066
C1orf87	1	60456066	60539442	169	28	397599	0.81209	0.20837
NFIA	1	61542946	61928460	932	106	393814	1.7445	0.040536
TM2D1	1	62146718	62191095	91	10	397201	1.1555	0.12395
PATJ	1	62208149	62629592	1254	97	383447	-0.11694	0.54655
L1TD1	1	62660474	62678000	104	17	391188	-0.11346	0.54517
KANK4	1	62701837	62785083	338	24	395286	0.11255	0.45519
USP1	1	62901975	62917475	27	3	401714	-1.573	0.94214
DOCK7	1	62920397	63154039	279	9	394679	-1.8915	0.97072
ANGPTL3	1	63063158	63071976	3	2	400348	-1.6829	0.9538
ATG4C	1	63249777	63330941	168	11	399171	-2.2491	0.98775
FOXD3	1	63788730	63790797	2	1	411573	-1.2692	0.89781
ALG6	1	63833261	63904233	151	17	396551	-0.099836	0.53976
ITGB3BP	1	63906441	63988944	171	14	395881	0.37106	0.3553
EFCAB7	1	63989013	64051041	142	13	397015	0.43503	0.33177
PGM1	1	64058947	64125916	202	34	397006	0.94143	0.17324
ROR1	1	64239690	64647181	960	75	397036	0.90074	0.18386
UBE2U	1	64669135	64732969	150	15	395746	-0.30999	0.62172
CACHD1	1	64936476	65158741	458	61	393755	-0.98494	0.83767
RAVER2	1	65210778	65298915	168	19	393776	1.2705	0.10196
JAK1	1	65298906	65432593	356	27	399013	0.7539	0.22545
AK4	1	65613232	65697828	190	18	388104	-1.3684	0.91441
DNAJC6	1	65720133	65881552	432	29	389476	-1.2887	0.90125
LEPROT	1	65886131	66107242	576	26	386733	-0.36068	0.64083
LEPR	1	65886335	66103176	563	26	387133	-0.32959	0.62914
PDE4B	1	66258193	66840262	1320	74	396737	-1.0776	0.85939
SGIP1	1	66999066	67210768	713	25	403119	2.6657	0.003841
DYNLT5	1	67217978	67244730	78	11	380827	2.5225	0.005826
INSL5	1	67263424	67266942	7	2	413436	-1.1387	0.87258
DNAI4	1	67278568	67390907	220	29	396847	-0.88081	0.81079
MIER1	1	67390578	67454302	134	13	402197	-0.93311	0.82462
SLC35D1	1	67465015	67520080	158	14	399464	-1.2654	0.89713
C1orf141	1	67557859	67600654	181	16	403645	1.1598	0.12307
IL23R	1	67604590	67725662	316	26	394027	-0.082793	0.53299
IL12RB2	1	67773047	67862583	247	22	380733	2.0347	0.020941
SERBP1	1	67873493	67896123	24	7	384106	1.8677	0.030899
GADD45A	1	68150860	68154021	7	2	413427	-1.231	0.89083
GNG12	1	68167149	68299436	287	26	393533	0.093167	0.46289
DIRAS3	1	68511645	68517314	10	3	396527	-0.75395	0.77456
WLS	1	68564142	68698284	510	58	398051	0.40653	0.34217
RPE65	1	68894507	68915642	65	11	400439	-0.51565	0.69695
DEPDC1	1	68939835	68962799	60	8	404878	-0.47557	0.68281
LRRC7	1	70033230	70589171	1486	68	401604	0.78164	0.21721
LRRC40	1	70610485	70671361	90	12	401333	-1.7542	0.96031
SRSF11	1	70671365	70717703	56	8	385440	-0.73111	0.76764
ANKRD13C	1	70724685	70820471	139	22	387981	0.2705	0.39339
HHLA3	1	70820493	70833706	26	6	409923	0.90818	0.18189
CTH	1	70876901	70905534	69	16	398921	0.82531	0.2046
PTGER3	1	71318036	71513497	577	40	402021	0.062935	0.47491
ZRANB2	1	71528974	71546972	27	7	404574	0.16933	0.43277
NEGR1	1	71868625	72748533	1721	87	394420	0.98901	0.16133
LRRIQ3	1	74491699	74663871	282	16	395038	0.052683	0.47899
FPGT	1	74663896	74674533	37	3	411343	-0.5827	0.71995
FPGT-TNNI3K	1	74663896	75010116	622	48	388711	-0.90295	0.81672
TNNI3K	1	74701071	75010116	529	42	385296	-0.73285	0.76817
ERICH3	1	75033795	75139422	165	19	398729	0.040813	0.48372
CRYZ	1	75171170	75199092	79	17	390974	-1.1268	0.87009
TYW3	1	75198836	75232361	114	15	396655	-1.1978	0.88451
LHX8	1	75594119	75627218	58	11	386859	0.10878	0.45669
SLC44A5	1	75667816	76081698	961	38	400859	1.9933	0.023115
ACADM	1	76190043	76229355	137	12	401955	2.2831	0.011212
RABGGTB	1	76251879	76260775	21	7	396261	0.019335	0.49229
MSH4	1	76262556	76379581	411	24	402938	0.081446	0.46754
ASB17	1	76384558	76398116	52	11	394830	-0.083551	0.53329
ST6GALNAC3	1	76540389	77100311	1630	127	395282	2.4451	0.0072416
ST6GALNAC5	1	77333126	77533223	452	35	391127	-0.025592	0.51021
PIGK	1	77554666	77685132	327	19	395699	0.68163	0.24774
AK5	1	77747662	78025654	966	65	393509	2.3561	0.0092342
ZZZ3	1	78028160	78149119	185	20	387774	1.3154	0.094181
USP33	1	78161672	78225564	87	17	383399	0.89066	0.18656
MIGA1	1	78245309	78345225	154	25	380880	0.80861	0.20937
NEXN	1	78354200	78412009	96	16	395930	0.35551	0.3611
FUBP1	1	78409740	78444839	67	11	397585	-0.33142	0.62983
DNAJB4	1	78444847	78483648	86	19	391122	1.3833	0.083282
GIPC2	1	78510646	78604129	228	22	401449	3.0479	0.0011522
PTGFR	1	78956728	79006386	153	17	395416	0.25601	0.39897
IFI44L	1	79086067	79111830	55	11	360976	0.53005	0.29804
IFI44	1	79115477	79129763	22	5	411923	1.4679	0.07107
ADGRL4	1	79355449	79472495	485	28	402970	1.5451	0.061165
ADGRL2	1	82266082	82458107	523	35	401779	0.32344	0.37318
TTLL7	1	84335057	84464850	324	14	404076	1.495	0.067452
PRKACB	1	84543745	84704181	224	21	399189	0.99096	0.16085
SAMD13	1	84764049	84816481	81	11	388562	-0.55049	0.70901
DNASE2B	1	84864215	84880691	69	10	393279	0.69828	0.2425
RPF1	1	84944920	84964033	74	14	382805	0.0019057	0.49924
GNG5	1	84964006	84972262	28	9	378942	-0.054685	0.52181
SPATA1	1	84971902	85022150	163	17	385632	0.16985	0.43256
CTBS	1	85018804	85048039	73	12	382905	0.63197	0.2637
SSX2IP	1	85109390	85156440	118	15	403943	2.9006	0.0018622
LPAR3	1	85279086	85358896	262	42	397266	0.78346	0.21668
MCOLN2	1	85391266	85462796	234	17	374179	1.5821	0.056816
MCOLN3	1	85483765	85514585	65	13	388384	0.31458	0.37654
DNAI3	1	85527993	85598821	226	29	403768	-0.11808	0.547
SYDE2	1	85623356	85667292	116	13	383041	-0.24294	0.59597
C1orf52	1	85715636	85725355	25	9	386241	0.99636	0.15954
BCL10	1	85731459	85742604	36	11	408841	0.30927	0.37856
DDAH1	1	85784168	86044046	716	61	395375	1.1453	0.12605
CCN1	1	86046444	86049650	6	3	339020	0.16326	0.43516
ZNHIT6	1	86115106	86174116	119	19	403173	0.96104	0.16827
COL24A1	1	86194916	86622121	1421	58	399280	1.2404	0.10742
ODF2L	1	86812507	86862025	126	12	398788	-1.3136	0.90551
CLCA2	1	86889769	86922241	158	18	410811	-0.56942	0.71546
CLCA1	1	86934526	86965977	116	24	401951	0.82129	0.20574
