GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
SYNC	1	33145507	33168361	8	2	1567879	3.2012	0.00068434
KIAA1522	1	33207492	33240571	10	3	1497100	5.908	1.7315e-09
YARS1	1	33240840	33283633	16	3	1583968	4.657	1.6045e-06
S100PBP	1	33282368	33324480	11	4	1565393	4.4193	4.9519e-06
FNDC5	1	33327869	33338093	4	2	1566689	4.8232	7.0646e-07
HPCA	1	33351688	33360247	3	1	1556751	5.7004	5.9767e-09
TMEM54	1	33360196	33367041	4	1	1593272	2.9816	0.0014336
RNF19B	1	33402050	33430467	15	2	1499496	4.9657	3.4226e-07
AK2	1	33473541	33502512	10	2	1429652	0.78659	0.21576
AZIN2	1	33546711	33586132	5	3	1480234	0.015377	0.49387
TRIM62	1	33611000	33647671	10	2	1535817	-0.059942	0.5239
ZNF362	1	33721908	33766321	16	3	1524469	4.1995	1.3374e-05
A3GALT2	1	33772367	33786699	3	1	1589980	6.1094	5e-10
PHC2	1	33789224	33841194	22	4	1585123	8.2665	6.8982e-17
ZSCAN20	1	33938232	33962105	17	5	1439013	1.8576	0.031611
CSMD2	1	33979609	34631443	445	87	1516639	4.9603	3.5197e-07
HMGB4	1	34326076	34330392	4	2	1480890	1.8538	0.031883
C1orf94	1	34632624	34684732	47	12	1513326	1.7269	0.042095
GJB5	1	35220648	35224113	2	1	1497109	-0.58179	0.71965
GJB4	1	35225342	35229325	4	2	1541045	3.101	0.00096427
GJB3	1	35246790	35251967	2	1	1497061	1.4907	0.068019
GJA4	1	35258559	35261351	3	1	1527094	1.836	0.033177
SMIM12	1	35315963	35325417	4	2	1219484	2.4752	0.0066583
DLGAP3	1	35331037	35391083	16	8	1372659	1.047	0.14754
ZMYM6	1	35451766	35497569	15	2	1553853	0.99932	0.15882
ZMYM1	1	35525387	35581460	10	3	1539679	-0.025445	0.51015
SFPQ	1	35641981	35658766	8	2	1574899	1.8498	0.032169
ZMYM4	1	35734444	35887545	24	5	1519536	0.58203	0.28027
KIAA0319L	1	35899091	36023037	49	6	1553486	1.2602	0.10379
NCDN	1	36023311	36032380	4	2	1509318	0.58137	0.2805
TFAP2E	1	36038971	36060929	3	2	1351820	-0.60322	0.72682
PSMB2	1	36040259	36107445	16	4	1428998	0.49854	0.30905
C1orf216	1	36179477	36184790	3	2	1456502	1.8436	0.032618
CLSPN	1	36185819	36235568	13	2	1470868	1.4062	0.079829
AGO4	1	36273231	36323491	13	4	1480031	1.6286	0.051694
AGO1	1	36335412	36395211	23	4	1547634	3.0407	0.0011801
AGO3	1	36396364	36522360	29	5	1478540	1.9013	0.02863
TEKT2	1	36549676	36553877	3	1	1559087	1.2403	0.10743
ADPRS	1	36554453	36559533	3	2	1393331	2.5346	0.0056296
COL8A2	1	36560840	36591305	14	3	1580659	4.5527	2.6482e-06
TRAPPC3	1	36602170	36621654	12	3	1557116	6.7132	9.5213e-12
MAP7D1	1	36621751	36646450	8	2	1573720	6.3892	8.3377e-11
THRAP3	1	36690017	36770958	19	4	1529484	3.5789	0.00017249
SH3D21	1	36771889	36793544	5	2	1570192	6.9552	1.7601e-12
EVA1B	1	36787631	36790567	1	1	1564970	9.9837	8.9788e-24
STK40	1	36805225	36851525	20	6	1527782	6.7	1.0418e-11
LSM10	1	36859031	36863493	7	2	1557392	0.82763	0.20394
OSCP1	1	36883507	36916086	19	5	1583117	0.62769	0.2651
MRPS15	1	36921362	36930040	11	4	1577487	1.0437	0.14832
CSF3R	1	36931644	36948915	16	7	1557079	2.6815	0.0036642
GRIK3	1	37261128	37499844	100	23	1464130	2.0348	0.020935
ZC3H12A	1	37940119	37949978	3	2	1391148	5.9386	1.4372e-09
MEAF6	1	37955561	37980420	15	4	1590209	6.805	5.0527e-12
SNIP1	1	38000050	38019945	7	3	1589420	4.1561	1.6185e-05
DNALI1	1	38022520	38032458	9	3	1594785	6.1094	5e-10
GNL2	1	38032413	38061586	12	3	1553156	6.9644	1.6488e-12
RSPO1	1	38076821	38100595	10	3	1593628	8.2789	6.2152e-17
C1orf109	1	38147242	38158007	9	2	1551179	3.4672	0.00026295
CDCA8	1	38158073	38175391	12	2	1558620	2.4093	0.0079911
EPHA10	1	38181646	38230824	36	8	1562762	7.9109	1.2777e-15
MANEAL	1	38259721	38267278	2	1	1580826	6.1094	5e-10
YRDC	1	38268614	38273865	3	1	1592182	6.1094	5e-10
MTF1	1	38275239	38325292	12	3	1583120	6.1094	5e-10
INPP5B	1	38326369	38412729	35	5	1559286	6.1094	5e-10
SF3A3	1	38422647	38456019	16	3	1573371	7.8382	2.2844e-15
FHL3	1	38462439	38471199	6	4	964421	7.9894	6.7798e-16
UTP11	1	38478384	38490497	6	3	1490668	4.6357	1.779e-06
RRAGC	1	39303869	39325495	5	2	1586442	2.101	0.017819
MYCBP	1	39328162	39339050	4	2	1477313	3.346	0.0004099
GJA9	1	39339739	39347298	3	2	1597352	2.5793	0.0049499
RHBDL2	1	39350614	39407456	39	9	1446757	3.6765	0.00011821
AKIRIN1	1	39456916	39471737	5	2	1594679	3.4076	0.00032764
NDUFS5	1	39491967	39500308	3	1	1586520	2.3756	0.0087597
MACF1	1	39549839	39952810	164	18	1562468	7.0188	1.1192e-12
NA	1	39875176	39882154	2	1	1597238	5.4659	2.3027e-08
BMP8A	1	39957318	39995541	17	6	1565036	8.5618	5.5565e-18
PABPC4	1	40026485	40042522	11	4	1550401	7.1471	4.433e-13
HEYL	1	40089103	40105348	7	4	1589496	8.0052	5.9628e-16
NT5C1A	1	40124793	40137710	4	2	1548429	3.194	0.00070154
HPCAL4	1	40144320	40157382	14	5	1591746	4.5769	2.3601e-06
PPIE	1	40204517	40229586	14	3	1569996	0.3021	0.38129
BMP8B	1	40223903	40254533	9	4	1488743	3.7827	7.7561e-05
LOC101929536	1	40254654	40255843	1	1	1468780	1.4608	0.072033
TRIT1	1	40306703	40349177	22	6	1576298	4.6057	2.055e-06
MYCL	1	40361096	40367687	3	1	1590255	3.8065	7.0487e-05
MFSD2A	1	40420784	40435630	4	2	1544257	0.78938	0.21495
CAP1	1	40505912	40538321	21	4	1503717	5.0721	1.967e-07
PPT1	1	40538382	40563142	21	5	1533421	5.4452	2.587e-08
RLF	1	40627041	40706593	26	5	1537704	7.4592	4.3529e-14
TMCO2	1	40713573	40717365	1	1	1597357	4.8589	5.9021e-07
ZMPSTE24	1	40723722	40759856	17	5	1577954	6.8764	3.0682e-12
COL9A2	1	40766162	40782939	12	4	1445620	7.1931	3.1675e-13
SMAP2	1	40839378	40888998	32	8	1570657	6.1922	2.9668e-10
ZFP69B	1	40915774	40929390	11	5	1494593	4.1497	1.6645e-05
ZFP69	1	40943043	40962015	7	2	1566984	2.7654	0.0028427
EXO5	1	40974391	40982228	6	2	1597367	2.205	0.013729
ZNF684	1	40997233	41013841	12	3	1591744	2.7874	0.0026566
RIMS3	1	41086352	41131324	24	5	1595571	6.4337	6.2258e-11
NFYC	1	41157242	41237275	33	6	1586511	5.0703	1.9862e-07
KCNQ4	1	41249684	41306124	32	12	1425393	4.3878	5.7241e-06
CTPS1	1	41445007	41478237	9	3	1534697	6.1094	5e-10
SLFNL1	1	41481269	41489116	10	4	1596363	6.3113	1.3837e-10
SCMH1	1	41492871	41707815	60	8	1579983	7.5409	2.334e-14
FOXO6	1	41827328	41849263	10	4	1526767	6.9277	2.1384e-12
EDN2	1	41944446	41950348	5	3	1502300	2.9874	0.0014067
HIVEP3	1	41972036	42501596	271	38	1519065	9.3555	4.1592e-21
GUCA2B	1	42619092	42621495	1	1	1588541	4.5187	3.1115e-06
GUCA2A	1	42628362	42630395	1	1	1540351	5.4958	1.9449e-08
FOXJ3	1	42642210	42801548	32	3	1582639	5.9221	1.589e-09
RIMKLA	1	42846468	42889900	22	5	1583880	6.6461	1.5044e-11
ZMYND12	1	42896000	42921938	18	4	1587629	4.2369	1.1333e-05
PPCS	1	42921968	42939088	4	2	1257538	2.1401	0.016173
CCDC30	1	43000560	43120335	35	6	1553878	2.547	0.0054327
PPIH	1	43123706	43142429	9	3	1550986	3.3246	0.00044279
YBX1	1	43148060	43168024	9	3	1508101	3.563	0.00018331
CLDN19	1	43198764	43205925	4	1	1594111	2.2493	0.012246
P3H1	1	43212006	43232755	9	3	1580899	4.0647	2.4049e-05
C1orf50	1	43232916	43241413	2	1	1580823	4.1297	1.816e-05
TMEM269	1	43253661	43264227	3	1	1595289	1.5179	0.064524
SVBP	1	43272723	43283059	5	2	1437164	4.7039	1.2762e-06
ERMAP	1	43282776	43310660	16	5	1480489	2.7106	0.0033584
ZNF691	1	43312244	43318148	2	1	1597018	0.52905	0.29839
SLC2A1	1	43391046	43424847	29	7	1554245	6.2211	2.4691e-10
CFAP144	1	43610800	43622067	15	5	1481870	1.4704	0.070723
EBNA1BP2	1	43629845	43638241	4	2	1308215	2.6132	0.0044847
CFAP57	1	43638001	43720029	60	13	1531158	2.3989	0.0082211
TMEM125	1	43735665	43739673	2	1	1595200	0.069593	0.47226
C1orf210	1	43747554	43751334	2	1	1545564	1.9231	0.027236
TIE1	1	43766566	43788781	9	3	1433271	6.9627	1.669e-12
MPL	1	43803475	43820135	4	2	1208888	6.9653	1.638e-12
CDC20	1	43824626	43828874	5	3	1335960	6.1599	3.6396e-10
ELOVL1	1	43829068	43833745	1	1	1544001	0.71309	0.23789
MED8	1	43849579	43855483	2	1	1555905	5.2632	7.0799e-08
SZT2	1	43855556	43919918	26	2	1536497	7.8182	2.6794e-15
HYI	1	43916674	43919938	1	1	1587561	8.7376	1.1901e-18
PTPRF	1	43991708	44089343	56	8	1541935	7.9051	1.3388e-15
KDM4A	1	44115797	44171189	16	4	1463806	6.1778	3.2493e-10
ST3GAL3	1	44173204	44396837	94	12	1531274	3.8594	5.6827e-05
ARTN	1	44398992	44402912	3	2	1148896	1.6372	0.050791
IPO13	1	44412478	44433694	13	3	1590552	1.3577	0.087276
DPH2	1	44435653	44439043	3	1	1596443	-0.31574	0.6239
ATP6V0B	1	44440118	44443972	5	2	1592908	2.1492	0.015811
B4GALT2	1	44444874	44456843	4	1	1592642	1.8098	0.035166
CCDC24	1	44457280	44462200	1	1	1571875	0.24126	0.40468
SLC6A9	1	44462155	44497171	16	5	1541852	2.3381	0.0096916
KLF17	1	44513987	44600812	48	11	1522959	3.1176	0.00091166
DMAP1	1	44679104	44686351	4	2	1582919	5.216	9.1431e-08
ERI3	1	44686742	44821315	69	8	1576789	4.9761	3.2436e-07
RNF220	1	44870837	45117396	137	37	1460294	3.2548	0.00056736
TMEM53	1	45118920	45140253	12	3	1570539	3.5169	0.00021834
ARMH1	1	45140370	45191263	19	8	1457711	1.339	0.090284
KIF2C	1	45205396	45233439	8	2	1595346	2.596	0.0047163
BEST4	1	45247831	45253648	1	1	1588514	0.77673	0.21866
PLK3	1	45265638	45271667	4	1	1594190	3.4272	0.00030493
BTBD19	1	45273373	45279801	4	2	1588456	1.3388	0.09032
PTCH2	1	45285516	45309226	12	3	1527906	2.8233	0.0023765
EIF2B3	1	45316194	45452394	46	6	1528195	3.9106	4.6033e-05
HECTD3	1	45468220	45477027	3	1	1592367	3.7517	8.7832e-05
UROD	1	45477805	45481341	3	1	1597367	4.503	3.3502e-06
ZSWIM5	1	45482071	45672250	41	7	1557187	5.7333	4.924e-09
MUTYH	1	45794914	45806142	8	5	1432287	7.2717	1.7745e-13
TOE1	1	45805342	45809650	2	1	1595168	4.9506	3.6999e-07
TESK2	1	45809555	45956840	47	4	1509692	5.8025	3.2673e-09
MMACHC	1	45965856	45976739	6	2	1521727	6.5104	3.7469e-11
PRDX1	1	45976707	45988562	9	3	1474600	6.0129	9.1104e-10
AKR1A1	1	46016455	46035723	7	3	1579580	8.1481	1.8491e-16
NASP	1	46049660	46084578	12	2	1580374	6.1094	5e-10
CCDC17	1	46085716	46090424	8	2	1579484	6.1094	5e-10
GPBP1L1	1	46092976	46153782	18	2	1594968	6.1094	5e-10
TMEM69	1	46153847	46160110	1	1	1591200	12.979	8.0853e-39
IPP	1	46159996	46216485	15	2	1495203	6.1094	5e-10
MAST2	1	46269269	46501796	72	6	1567287	7.8784	1.658e-15
PIK3R3	1	46505812	46642167	22	4	1524689	7.7939	3.2493e-15
TSPAN1	1	46640749	46651634	2	1	1572645	4.4377	4.5471e-06
POMGNT1	1	46654353	46685977	13	3	1550713	3.9631	3.6988e-05
LURAP1	1	46669006	46686928	4	1	1464971	2.8836	0.0019658
RAD54L	1	46713367	46744145	14	5	1585136	3.4682	0.00026195
LRRC41	1	46744072	46769038	9	4	1575497	2.7539	0.0029445
UQCRH	1	46769324	46782448	2	1	1587584	2.3268	0.0099868
NSUN4	1	46805849	46830824	24	3	1545606	0.55658	0.28891
FAAH	1	46859939	46879520	13	3	1588840	2.3516	0.0093472
DMBX1	1	46972668	46979898	8	3	1592052	1.7322	0.041623
KNCN	1	47011316	47016887	6	3	1554098	1.3784	0.084035
MKNK1	1	47023079	47069966	25	5	1482710	1.2736	0.1014
MOB3C	1	47073387	47082563	6	2	1456655	1.6517	0.0493
ATPAF1	1	47100711	47134099	16	4	1506824	2.6044	0.0046011
TEX38	1	47137497	47139266	2	1	1597369	-0.80931	0.79083
EFCAB14	1	47140831	47184792	32	5	1481352	0.10131	0.45965
CYP4B1	1	47264670	47285021	37	7	1513088	2.5638	0.0051763
CYP4A11	1	47394846	47407156	9	4	1463321	2.6165	0.0044415
CYP4X1	1	47427036	47516423	31	6	1511639	4.5166	3.1425e-06
CYP4Z1	1	47533160	47583992	19	1	1535771	2.5998	0.0046634
CYP4A22	1	47603107	47614528	5	2	1595069	4.1833	1.4366e-05
PDZK1IP1	1	47649261	47655771	1	1	1597250	1.9867	0.023479
TAL1	1	47681962	47697938	10	2	1589189	3.5317	0.00020644
STIL	1	47715811	47779819	29	4	1513918	7.8413	2.2299e-15
CMPK1	1	47799469	47844511	10	5	1351811	7.6578	9.4554e-15
FOXE3	1	47881744	47883724	2	1	913287	5.2819	6.3911e-08
FOXD2	1	47901689	47906363	1	1	1597346	8.9606	1.615e-19
TRABD2B	1	48226200	48463009	134	20	1524014	3.5773	0.00017357
SLC5A9	1	48688339	48714316	12	4	1555276	0.27721	0.39081
SPATA6	1	48761044	48937876	62	11	1554390	0.75205	0.22601
AGBL4	1	48998527	50489626	490	53	1516575	2.8667	0.0020736
BEND5	1	49193538	49242547	31	7	1538434	2.4371	0.0074029
ELAVL4	1	50513686	50669442	52	13	1484419	4.2927	8.8259e-06
FAF1	1	50906935	51425936	158	23	1384316	6.1094	5e-10
CDKN2C	1	51434367	51440309	4	2	1078983	6.1094	5e-10
C1orf185	1	51442129	51613754	27	7	1546740	7.88	1.6374e-15
RNF11	1	51701945	51739119	10	4	1302759	6.4121	7.1742e-11
TTC39A	1	51752930	51810785	11	5	1532327	5.1154	1.5652e-07
EPS15	1	51819935	51985026	44	9	1503547	6.0404	7.6883e-10
OSBPL9	1	52082546	52254891	36	8	1412695	3.815	6.8085e-05
NRDC	1	52254864	52344609	28	7	1437819	6.4641	5.0961e-11
RAB3B	1	52373628	52456436	27	5	1524635	7.7788	3.6611e-15
TXNDC12	1	52485803	52521843	14	3	1557600	6.2258	2.3958e-10
KTI12	1	52497777	52499472	3	1	1597364	4.494	3.4949e-06
BTF3L4	1	52521857	52556388	12	2	1410412	3.5515	0.00019155
ZFYVE9	1	52607678	52812358	49	7	1474087	3.0193	0.001267
CC2D1B	1	52816265	52831877	8	3	1467772	3.5991	0.00015966
ORC1	1	52838501	52870143	15	7	1357550	2.306	0.010554
TUT4	1	52888947	53018764	33	6	1563728	7.8873	1.5443e-15
GPX7	1	53068043	53074723	2	1	1592940	5.674	6.9756e-09
SHISAL2A	1	53098961	53133252	17	5	1508691	6.6932	1.0919e-11
COA7	1	53152014	53164038	7	2	1468740	2.5222	0.0058314
ZYG11B	1	53192126	53293014	39	6	1457254	7.682	7.8318e-15
ZYG11A	1	53308183	53360247	23	3	1484321	7.8292	2.4549e-15
ECHDC2	1	53361582	53392846	7	3	1549343	7.8449	2.1659e-15
SCP2	1	53392901	53517289	41	9	1520557	7.5866	1.6417e-14
PODN	1	53527724	53551174	23	6	1572326	7.7896	3.3607e-15
SLC1A7	1	53552855	53608304	44	13	1515285	7.7762	3.7356e-15
CPT2	1	53662101	53679869	9	2	1589661	2.1539	0.015626
CZIB	1	53679771	53686289	4	1	1597353	2.9999	0.0013501
MAGOH	1	53692564	53704282	6	2	1456225	2.9882	0.0014031
LRP8	1	53708036	53793821	45	10	1544841	3.7068	0.00010494
DMRTB1	1	53925072	53933158	5	1	1597363	-0.13382	0.55323
GLIS1	1	53971904	54203748	152	27	1485477	6.1094	5e-10
NDC1	1	54231133	54304225	21	4	1456345	0.93112	0.1759
YIPF1	1	54317392	54355487	25	4	1592151	1.5008	0.066705
DIO1	1	54359860	54376763	11	4	1507111	1.848	0.032301
IFT25	1	54387234	54411975	11	2	1596807	0.58446	0.27946
LRRC42	1	54411999	54433841	9	2	1522108	-0.46634	0.67951
LDLRAD1	1	54472971	54483859	7	2	1588582	1.015	0.15505
TMEM59	1	54497346	54519135	7	2	1582366	2.6916	0.0035553
TCEANC2	1	54519274	54565416	24	6	1504883	3.3418	0.00041612
CDCP2	1	54604668	54618679	14	5	1591353	2.2224	0.013127
CYB5RL	1	54638009	54665746	13	5	1553640	2.7487	0.0029915
MRPL37	1	54665840	54691407	17	5	1585359	4.0362	2.7163e-05
SSBP3	1	54691104	54872068	103	32	1473930	6.746	7.5995e-12
ACOT11	1	55007930	55100417	62	19	1478571	3.9861	3.359e-05
FAM151A	1	55074850	55089200	5	3	1476406	3.0589	0.0011107
MROH7	1	55107427	55175939	53	15	1505358	2.4145	0.0078783
TTC4	1	55181495	55208330	20	4	1484058	2.4856	0.0064663
PARS2	1	55222571	55230226	7	3	1592783	2.4572	0.0070009
TTC22	1	55246752	55266941	11	4	1561583	2.7012	0.003454
LEXM	1	55271736	55307937	20	4	1576490	4.6193	1.925e-06
DHCR24	1	55315300	55352921	18	4	1443917	7.1447	4.509e-13
TMEM61	1	55446271	55457966	3	1	1579613	-1.2302	0.89069
BSND	1	55464617	55474465	8	2	1393189	-0.49109	0.68832
PCSK9	1	55505149	55530526	29	10	1369119	1.7704	0.038333
USP24	1	55532032	55681039	57	7	1558121	2.6078	0.0045562
PLPP3	1	56960419	57045257	62	16	1501033	6.8855	2.8783e-12
PRKAA2	1	57110990	57181008	33	4	1537069	4.4029	5.3401e-06
FYB2	1	57184477	57285369	65	23	1506295	3.9571	3.7932e-05
C8A	1	57320443	57383894	58	13	1530944	-1.1176	0.86814
C8B	1	57394883	57433213	31	9	1543191	-0.4749	0.68257
DAB1	1	57460453	58716211	889	134	1507839	3.7507	8.816e-05
OMA1	1	58881052	59012469	90	19	1545927	3.7687	8.2054e-05
TACSTD2	1	59041095	59043166	4	2	1592059	5.1191	1.5348e-07
MYSM1	1	59120411	59165747	41	7	1546042	3.6846	0.00011455
JUN	1	59246463	59249785	3	2	1361664	0.037006	0.48524
FGGY	1	59762625	60228402	168	40	1460225	5.9437	1.3936e-09
HOOK1	1	60280458	60342050	21	6	1556219	1.6552	0.048945
CYP2J2	1	60358980	60392445	40	9	1445662	1.059	0.1448
C1orf87	1	60456066	60539442	45	12	1529892	0.9549	0.16982
NFIA	1	61542946	61928460	196	54	1496764	7.203	2.9445e-13
TM2D1	1	62146718	62191095	13	4	1563606	2.5918	0.0047739
PATJ	1	62208149	62629592	200	43	1508963	6.8142	4.7388e-12
L1TD1	1	62660474	62678000	15	4	1594598	1.3471	0.088971
KANK4	1	62701837	62785083	88	13	1529968	1.1326	0.1287
USP1	1	62901975	62917475	6	1	1506726	1.8983	0.028828
DOCK7	1	62920397	63154039	55	4	1483503	2.1041	0.017684
ANGPTL3	1	63063158	63071976	4	1	1275446	0.70595	0.24011
ATG4C	1	63249777	63330941	34	5	1535003	2.5234	0.0058108
FOXD3	1	63788730	63790797	1	1	1532629	1.2747	0.10121
ALG6	1	63833261	63904233	24	6	1540949	4.2485	1.0761e-05
ITGB3BP	1	63906441	63988944	28	5	1459353	4.4446	4.4021e-06
EFCAB7	1	63989013	64051041	13	3	1588048	4.8168	7.2933e-07
PGM1	1	64058947	64125916	41	11	1543680	3.8704	5.4326e-05
ROR1	1	64239690	64647181	220	44	1468770	4.9329	4.0509e-07
UBE2U	1	64669135	64732969	32	7	1543342	1.9779	0.02397
CACHD1	1	64936476	65158741	125	31	1502466	2.4395	0.0073533
RAVER2	1	65210778	65298915	23	4	1588289	1.4269	0.076811
JAK1	1	65298906	65432593	73	13	1577405	3.4604	0.00026974
AK4	1	65613232	65697828	36	5	1349419	2.3157	0.010289
DNAJC6	1	65720133	65881552	74	11	1552616	1.5841	0.056584
LEPROT	1	65886131	66107242	108	14	1589412	3.147	0.00082491
LEPR	1	65886335	66103176	105	13	1589210	3.1671	0.00076996
PDE4B	1	66258193	66840262	314	51	1553279	7.0242	1.0763e-12
SGIP1	1	66999066	67210768	165	17	1580222	5.6879	6.4291e-09
DYNLT5	1	67217978	67244730	19	4	1590220	2.7803	0.0027151
INSL5	1	67263424	67266942	1	1	1597364	1.2431	0.10691
DNAI4	1	67278568	67390907	38	8	1537707	7.8885	1.5288e-15
MIER1	1	67390578	67454302	23	4	1483319	6.1094	5e-10
SLC35D1	1	67465015	67520080	28	4	1583158	6.1094	5e-10
C1orf141	1	67557859	67600654	27	5	1548118	6.432	6.295e-11
IL23R	1	67604590	67725662	63	11	1555692	4.8428	6.4006e-07
IL12RB2	1	67773047	67862583	40	7	1576643	0.49244	0.3112
SERBP1	1	67873493	67896123	6	2	1557375	0.060882	0.47573
GADD45A	1	68150860	68154021	3	2	1079619	3.9339	4.1794e-05
GNG12	1	68167149	68299436	72	14	1556722	7.525	2.6351e-14
DIRAS3	1	68511645	68517314	4	2	1411267	0.23532	0.40698
WLS	1	68564142	68698284	154	39	1483719	6.1128	4.8944e-10
RPE65	1	68894507	68915642	20	5	1569979	2.4842	0.0064917
DEPDC1	1	68939835	68962799	11	4	1594062	2.7139	0.0033246
LRRC7	1	70033230	70589171	224	41	1538113	3.4983	0.0002341
LRRC40	1	70610485	70671361	21	4	1588874	1.0769	0.14076
SRSF11	1	70671365	70717703	21	3	1586189	-0.5248	0.70014
ANKRD13C	1	70724685	70820471	26	7	1525882	0.99801	0.15914
HHLA3	1	70820493	70833706	8	2	1497208	-1.2965	0.9026
CTH	1	70876901	70905534	16	5	1593663	-0.46711	0.67979
PTGER3	1	71318036	71513497	115	24	1568878	7.6322	1.1539e-14
ZRANB2	1	71528974	71546972	3	2	1590555	6.1094	5e-10
NEGR1	1	71868625	72748533	291	47	1533300	6.4616	5.1816e-11
LRRIQ3	1	74491699	74663871	36	5	1588071	-0.0044132	0.50176
FPGT	1	74663896	74674533	11	3	1505065	0.74132	0.22925
FPGT-TNNI3K	1	74663896	75010116	143	30	1521134	2.3385	0.0096801
TNNI3K	1	74701071	75010116	125	26	1518486	2.3423	0.0095821
ERICH3	1	75033795	75139422	39	7	1422827	0.15368	0.43893
CRYZ	1	75171170	75199092	16	6	1452145	-0.57157	0.71619
TYW3	1	75198836	75232361	10	3	1521940	-0.6894	0.75471
LHX8	1	75594119	75627218	15	5	1571073	-0.18682	0.5741
SLC44A5	1	75667816	76081698	159	23	1524574	0.15931	0.43671
ACADM	1	76190043	76229355	21	4	1460869	-0.12981	0.55164
RABGGTB	1	76251879	76260775	9	3	1194909	0.99754	0.15925
MSH4	1	76262556	76379581	46	9	1570084	2.5742	0.0050236
ASB17	1	76384558	76398116	6	2	1594832	2.3335	0.0098099
ST6GALNAC3	1	76540389	77100311	332	76	1544432	8.9504	1.7703e-19
ST6GALNAC5	1	77333126	77533223	66	12	1522153	0.82931	0.20346
PIGK	1	77554666	77685132	42	8	1561544	4.8101	7.5441e-07
AK5	1	77747662	78025654	185	39	1574266	8.1066	2.6029e-16
ZZZ3	1	78028160	78149119	39	7	1572415	5.5178	1.7167e-08
USP33	1	78161672	78225564	18	4	1520157	1.9665	0.024618
MIGA1	1	78245309	78345225	28	8	1486980	6.9485	1.8458e-12
NEXN	1	78354200	78412009	16	4	1505572	5.355	4.2769e-08
FUBP1	1	78409740	78444839	15	3	1596057	3.1023	0.00096008
DNAJB4	1	78444847	78483648	10	4	1440569	7.1207	5.3672e-13
GIPC2	1	78510646	78604129	37	7	1549219	8.1121	2.4877e-16
PTGFR	1	78956728	79006386	28	6	1505655	7.4404	5.0177e-14
IFI44L	1	79086067	79111830	15	5	1403631	2.8501	0.002185
IFI44	1	79115477	79129763	5	3	1589849	2.6053	0.0045902
ADGRL4	1	79355449	79472495	43	11	1584636	0.6834	0.24718
ADGRL2	1	82266082	82458107	88	18	1589019	4.9459	3.7903e-07
TTLL7	1	84335057	84464850	36	5	1588035	1.8472	0.032356
PRKACB	1	84543745	84704181	56	6	1549939	2.4477	0.007189
SAMD13	1	84764049	84816481	17	4	1524247	5.8925	1.902e-09
DNASE2B	1	84864215	84880691	14	4	1534182	2.0478	0.020288
RPF1	1	84944920	84964033	13	5	1582668	4.4596	4.1061e-06
GNG5	1	84964006	84972262	5	2	1597369	4.7464	1.0354e-06
SPATA1	1	84971902	85022150	20	5	1545612	4.246	1.088e-05
CTBS	1	85018804	85048039	13	5	1435324	3.6447	0.00013386
SSX2IP	1	85109390	85156440	27	7	1431658	3.9747	3.5228e-05
LPAR3	1	85279086	85358896	58	19	1529123	2.2548	0.012073
MCOLN2	1	85391266	85462796	43	10	1434334	4.0124	3.0046e-05
MCOLN3	1	85483765	85514585	17	5	1554261	2.7546	0.0029379
DNAI3	1	85527993	85598821	49	12	1566671	2.8462	0.002212
SYDE2	1	85623356	85667292	17	4	1435425	2.5866	0.004847
C1orf52	1	85715636	85725355	8	3	1577780	7.9347	1.0549e-15
BCL10	1	85731459	85742604	5	3	1597246	7.6625	9.1195e-15
DDAH1	1	85784168	86044046	149	29	1489205	7.9823	7.1831e-16
CCN1	1	86046444	86049650	3	2	1547323	4.9871	3.0647e-07
ZNHIT6	1	86115106	86174116	22	5	1587844	2.2167	0.013322
COL24A1	1	86194916	86622121	219	37	1543776	6.1094	5e-10
ODF2L	1	86812507	86862025	20	4	1588893	3.2713	0.00053533
CLCA2	1	86889769	86922241	24	7	1594496	3.7815	7.7955e-05
CLCA1	1	86934526	86965977	40	14	1526316	4.1569	1.613e-05
CLCA4	1	87012759	87046437	18	4	1513734	0.0066093	0.49736
SH3GLB1	1	87170253	87213867	16	3	1580641	5.1811	1.1029e-07
SELENOF	1	87328128	87380107	16	2	1582878	5.8277	2.8097e-09
HS2ST1	1	87380335	87575681	53	4	1558453	6.219	2.5019e-10
LINC02801	1	87678352	87717014	28	9	1440634	4.5368	2.8563e-06
LMO4	1	87794151	87814606	14	4	1417835	1.0048	0.1575
PKN2	1	89149876	89301938	41	5	1549143	7.851	2.0632e-15
GTF2B	1	89318321	89357301	13	3	1585226	7.8868	1.5503e-15
KYAT3	1	89401456	89458643	33	7	1287665	6.1094	5e-10
RBMXL1	1	89445139	89458643	2	1	1153412	4.0422	2.6473e-05
GBP3	1	89472360	89488556	10	3	1420715	7.3807	7.8735e-14
GBP1	1	89517987	89531043	10	4	1456673	6.7402	7.9098e-12
GBP2	1	89571815	89591842	11	2	1578222	7.186	3.3364e-13
GBP7	1	89597434	89641723	10	2	1591881	7.6699	8.6091e-15
GBP4	1	89646831	89664633	12	4	1339313	6.5049	3.887e-11
GBP5	1	89724633	89738544	8	3	993267	1.1175	0.13189
GBP6	1	89829436	89853719	15	3	1574080	1.9944	0.023053
LRRC8B	1	89989933	90063420	36	4	1589487	4.7604	9.6597e-07
LRRC8C	1	90098644	90185094	26	4	1581985	2.6407	0.0041363
